individual_image_file_path	beetleID	pictureID	length_distance_cm	width_distance_cm	scientificName	genus	species	siteID	collection_date	plotID	siteName	siteState	siteLatitude	siteLongitude	siteType	siteTerrain	evapotranspiration	max_temp	min_temp	precipitation	precipitation_hours	rain_sum	shortwave_radiation	siteDomainCode	snowfall_sum	sunshine_duration	weather_code	wind_gusts_max	wind_speed_max
A00000001831.jpg/290e48f1-3ac1-4622-8cc5-559ae444f233_81a42bdf-b5cd-4e98-a5d7-7818eaf56d8f.png	A00000001831_11	A00000001831.jpg	1.14760950966368	0.64744695073729	Chlaenius aestivus	Chlaenius	aestivus	SERC	2018-05-23	SERC_010	Smithsonian Environmental Research Center NEON	MD	38.89013	-76.56001	GRADIENT	TERRESTRIAL	4.27	26.6	18.9	2.0	6.0	2.0	22.67	D02	0.0	45603.39	61.0	34.6	14.6
A00000001831.jpg/ae821226-23ca-476b-aabb-ddc4e8d862fe_3e26d0aa-b3e6-40b8-9c22-904f13d2c8e5.png	A00000001831_12	A00000001831.jpg	1.04861196571622	0.617380083639748	Chlaenius aestivus	Chlaenius	aestivus	SERC	2018-05-23	SERC_010	Smithsonian Environmental Research Center NEON	MD	38.89013	-76.56001	GRADIENT	TERRESTRIAL	4.27	26.6	18.9	2.0	6.0	2.0	22.67	D02	0.0	45603.39	61.0	34.6	14.6
A00000001831.jpg/846bb8f8-7a32-475e-a9b2-a643f5c6e866_27dc7457-9607-4cd6-8398-f3ad031a6bd1.png	A00000001831_13	A00000001831.jpg	1.17612538079951	0.666666666666667	Chlaenius aestivus	Chlaenius	aestivus	SERC	2018-05-23	SERC_010	Smithsonian Environmental Research Center NEON	MD	38.89013	-76.56001	GRADIENT	TERRESTRIAL	4.27	26.6	18.9	2.0	6.0	2.0	22.67	D02	0.0	45603.39	61.0	34.6	14.6
A00000001831.jpg/28749313-96ae-41d1-9436-56836a50f36c_107713ab-4032-44b0-bdf4-1b778382d630.png	A00000001831_14	A00000001831.jpg	1.05226886248485	0.629090856607903	Chlaenius aestivus	Chlaenius	aestivus	SERC	2018-05-23	SERC_010	Smithsonian Environmental Research Center NEON	MD	38.89013	-76.56001	GRADIENT	TERRESTRIAL	4.27	26.6	18.9	2.0	6.0	2.0	22.67	D02	0.0	45603.39	61.0	34.6	14.6
A00000001831.jpg/2fcb04e2-62fe-4607-974b-8f8fed38583a_4859678e-276f-4a67-8776-8ad7379a7e0b.png	A00000001831_15	A00000001831.jpg	1.12904947320964	0.638184426584935	Chlaenius aestivus	Chlaenius	aestivus	SERC	2018-05-23	SERC_010	Smithsonian Environmental Research Center NEON	MD	38.89013	-76.56001	GRADIENT	TERRESTRIAL	4.27	26.6	18.9	2.0	6.0	2.0	22.67	D02	0.0	45603.39	61.0	34.6	14.6
A00000001831.jpg/4d7a3e39-e765-4546-a0ad-163986339c5b_bc60b58f-f7f6-4a1e-9756-e03b40a335a9.png	A00000001831_16	A00000001831.jpg	1.01411340882275	0.63886122637912	Chlaenius aestivus	Chlaenius	aestivus	SERC	2018-05-23	SERC_010	Smithsonian Environmental Research Center NEON	MD	38.89013	-76.56001	GRADIENT	TERRESTRIAL	4.27	26.6	18.9	2.0	6.0	2.0	22.67	D02	0.0	45603.39	61.0	34.6	14.6
A00000001831.jpg/e608a0ba-e7a8-432a-bdb6-6a4d5f25eb37_f01692af-7308-4ce8-aa93-c125fd91fb9a.png	A00000001831_17	A00000001831.jpg	1.03881271382899	0.597780715905152	Chlaenius aestivus	Chlaenius	aestivus	SERC	2018-05-23	SERC_010	Smithsonian Environmental Research Center NEON	MD	38.89013	-76.56001	GRADIENT	TERRESTRIAL	4.27	26.6	18.9	2.0	6.0	2.0	22.67	D02	0.0	45603.39	61.0	34.6	14.6
A00000001831.jpg/f5ac5ac1-845b-430f-b960-b0bde8cb792c_9abd645a-26c1-4e24-9e8b-17ce83b444d7.png	A00000001831_18	A00000001831.jpg	1.0290134701694	0.60758039977245	Chlaenius aestivus	Chlaenius	aestivus	SERC	2018-05-23	SERC_010	Smithsonian Environmental Research Center NEON	MD	38.89013	-76.56001	GRADIENT	TERRESTRIAL	4.27	26.6	18.9	2.0	6.0	2.0	22.67	D02	0.0	45603.39	61.0	34.6	14.6
A00000001831.jpg/245dc6ad-913c-445a-99b0-b7c01d003954_e2af3fde-8919-46c5-abca-0d617c8da5dd.png	A00000001831_19	A00000001831.jpg	0.961168660281907	0.607896436412689	Chlaenius aestivus	Chlaenius	aestivus	SERC	2018-05-23	SERC_010	Smithsonian Environmental Research Center NEON	MD	38.89013	-76.56001	GRADIENT	TERRESTRIAL	4.27	26.6	18.9	2.0	6.0	2.0	22.67	D02	0.0	45603.39	61.0	34.6	14.6
A00000001831.jpg/bf6b1083-c08a-4700-9d05-d38ede61ba8d_d21dfe6d-d913-4b1f-9497-08de8386fdc3.png	A00000001831_20	A00000001831.jpg	1.07461923111637	0.641785778062036	Chlaenius aestivus	Chlaenius	aestivus	SERC	2018-05-23	SERC_010	Smithsonian Environmental Research Center NEON	MD	38.89013	-76.56001	GRADIENT	TERRESTRIAL	4.27	26.6	18.9	2.0	6.0	2.0	22.67	D02	0.0	45603.39	61.0	34.6	14.6
A00000001831.jpg/51f8d6ad-c468-45d4-814a-74622663f48b_d2e76505-74ba-41c3-9c2c-36e2718b1463.png	A00000001831_21	A00000001831.jpg	1.14861324995147	0.646853371010636	Chlaenius aestivus	Chlaenius	aestivus	SERC	2018-05-23	SERC_010	Smithsonian Environmental Research Center NEON	MD	38.89013	-76.56001	GRADIENT	TERRESTRIAL	4.27	26.6	18.9	2.0	6.0	2.0	22.67	D02	0.0	45603.39	61.0	34.6	14.6
A00000001831.jpg/90b64796-a8f5-4a36-9d09-e60c5c620fba_0442244b-462a-4f2a-a152-97353d2522c1.png	A00000001831_22	A00000001831.jpg	1.07796522540273	0.627179767507045	Chlaenius aestivus	Chlaenius	aestivus	SERC	2018-05-23	SERC_010	Smithsonian Environmental Research Center NEON	MD	38.89013	-76.56001	GRADIENT	TERRESTRIAL	4.27	26.6	18.9	2.0	6.0	2.0	22.67	D02	0.0	45603.39	61.0	34.6	14.6
A00000001831.jpg/9c834047-4651-451a-b32b-8c0409b87172_db8152e7-8368-411f-85a8-bec22436ce10.png	A00000001831_23	A00000001831.jpg	1.07036595635079	0.657236677261379	Chlaenius aestivus	Chlaenius	aestivus	SERC	2018-05-23	SERC_010	Smithsonian Environmental Research Center NEON	MD	38.89013	-76.56001	GRADIENT	TERRESTRIAL	4.27	26.6	18.9	2.0	6.0	2.0	22.67	D02	0.0	45603.39	61.0	34.6	14.6
A00000001831.jpg/218392a7-6891-400c-b8b2-2641d7e428f5_e438ba85-578d-4383-bbb2-7706de049895.png	A00000001831_24	A00000001831.jpg	1.11871020930865	0.637657530111775	Chlaenius aestivus	Chlaenius	aestivus	SERC	2018-05-23	SERC_010	Smithsonian Environmental Research Center NEON	MD	38.89013	-76.56001	GRADIENT	TERRESTRIAL	4.27	26.6	18.9	2.0	6.0	2.0	22.67	D02	0.0	45603.39	61.0	34.6	14.6
A00000001831.jpg/c0a7ae8f-e4af-4af5-b325-20b79d09275c_e6b730f6-8849-4f52-a146-67af7f20d3aa.png	A00000001831_25	A00000001831.jpg	1.03194905467068	0.599785486157802	Chlaenius aestivus	Chlaenius	aestivus	SERC	2018-05-23	SERC_010	Smithsonian Environmental Research Center NEON	MD	38.89013	-76.56001	GRADIENT	TERRESTRIAL	4.27	26.6	18.9	2.0	6.0	2.0	22.67	D02	0.0	45603.39	61.0	34.6	14.6
A00000001831.jpg/381212f0-076a-4a35-94a3-29e3d86eff7d_f145ad25-da6a-4961-9ece-70fa1bb47896.png	A00000001831_26	A00000001831.jpg	1.03895137317607	0.587981032037855	Chlaenius aestivus	Chlaenius	aestivus	SERC	2018-05-23	SERC_010	Smithsonian Environmental Research Center NEON	MD	38.89013	-76.56001	GRADIENT	TERRESTRIAL	4.27	26.6	18.9	2.0	6.0	2.0	22.67	D02	0.0	45603.39	61.0	34.6	14.6
A00000001831.jpg/2954622b-c945-4d30-9d09-5a94d276ae6b_57c881c2-327c-4a9c-b430-c2aa724e82d8.png	A00000001831_27	A00000001831.jpg	1.0034034084439	0.592050153476249	Chlaenius aestivus	Chlaenius	aestivus	SERC	2018-05-23	SERC_010	Smithsonian Environmental Research Center NEON	MD	38.89013	-76.56001	GRADIENT	TERRESTRIAL	4.27	26.6	18.9	2.0	6.0	2.0	22.67	D02	0.0	45603.39	61.0	34.6	14.6
A00000001831.jpg/4483b8ef-e84d-4f4f-b825-2f3655034430_b7c16c4e-46aa-4e78-adf6-4b9350beeadd.png	A00000001831_28	A00000001831.jpg	1.15640421967978	0.666378502976235	Chlaenius aestivus	Chlaenius	aestivus	SERC	2018-05-23	SERC_010	Smithsonian Environmental Research Center NEON	MD	38.89013	-76.56001	GRADIENT	TERRESTRIAL	4.27	26.6	18.9	2.0	6.0	2.0	22.67	D02	0.0	45603.39	61.0	34.6	14.6
A00000001831.jpg/4c07992e-f1af-4cf8-a05f-58abc4da0448_c5749cac-cfe1-409e-b1b1-24e3b4983f76.png	A00000001831_29	A00000001831.jpg	1.03950582560717	0.588307597479326	Chlaenius aestivus	Chlaenius	aestivus	SERC	2018-05-23	SERC_010	Smithsonian Environmental Research Center NEON	MD	38.89013	-76.56001	GRADIENT	TERRESTRIAL	4.27	26.6	18.9	2.0	6.0	2.0	22.67	D02	0.0	45603.39	61.0	34.6	14.6
A00000001831.jpg/4df35a65-cde8-4c9e-ada7-57a2df582d10_7d1b745e-8c1a-4bc2-b3c0-fb75cfc56480.png	A00000001831_30	A00000001831.jpg	1.12235262094532	0.679648877549325	Chlaenius aestivus	Chlaenius	aestivus	SERC	2018-05-23	SERC_010	Smithsonian Environmental Research Center NEON	MD	38.89013	-76.56001	GRADIENT	TERRESTRIAL	4.27	26.6	18.9	2.0	6.0	2.0	22.67	D02	0.0	45603.39	61.0	34.6	14.6
A00000001831.jpg/ae9476c9-4d34-4910-bb4c-f63fb600bd1e_c27c2cf7-4e7c-4ab9-a855-1891c69c22c9.png	A00000001831_31	A00000001831.jpg	1.05409255338946	0.629090856607903	Chlaenius aestivus	Chlaenius	aestivus	SERC	2018-05-23	SERC_010	Smithsonian Environmental Research Center NEON	MD	38.89013	-76.56001	GRADIENT	TERRESTRIAL	4.27	26.6	18.9	2.0	6.0	2.0	22.67	D02	0.0	45603.39	61.0	34.6	14.6
A00000001831.jpg/744a8bf7-f258-4e8b-af42-97b27f70234d_7608c04a-5530-4569-8fb4-5966845a0a19.png	A00000001831_32	A00000001831.jpg	1.01012829206323	0.607896436412689	Chlaenius aestivus	Chlaenius	aestivus	SERC	2018-05-23	SERC_010	Smithsonian Environmental Research Center NEON	MD	38.89013	-76.56001	GRADIENT	TERRESTRIAL	4.27	26.6	18.9	2.0	6.0	2.0	22.67	D02	0.0	45603.39	61.0	34.6	14.6
A00000001831.jpg/a2089079-b097-4ce7-a17b-152f6e0dbdcf_4a05bd5f-dfcc-41ce-9040-d0593f8c8b4e.png	A00000001831_33	A00000001831.jpg	1.05409255338946	0.62992989904477	Chlaenius aestivus	Chlaenius	aestivus	SERC	2018-05-23	SERC_010	Smithsonian Environmental Research Center NEON	MD	38.89013	-76.56001	GRADIENT	TERRESTRIAL	4.27	26.6	18.9	2.0	6.0	2.0	22.67	D02	0.0	45603.39	61.0	34.6	14.6
A00000001831.jpg/a0b26d3e-1461-42b6-87eb-d5702e303c3e_9481f772-9e47-43f2-bd94-5ac8b8baf873.png	A00000001831_34	A00000001831.jpg	1.0638413316606	0.660152559711418	Chlaenius aestivus	Chlaenius	aestivus	SERC	2018-05-23	SERC_010	Smithsonian Environmental Research Center NEON	MD	38.89013	-76.56001	GRADIENT	TERRESTRIAL	4.27	26.6	18.9	2.0	6.0	2.0	22.67	D02	0.0	45603.39	61.0	34.6	14.6
A00000003356.jpg/0bb96902-9741-4a8f-a948-a81f25530c59_35bc07a9-5fcc-447d-9b71-e7952d4bba26.png	A00000003356_1	A00000003356.jpg	0.271084708480944	0.123530013331475		Paraclivina		DSNY	2018-03-27	DSNY_016	Disney Wilderness Preserve NEON	FL	28.12505	-81.43619	GRADIENT	TERRESTRIAL	5.45	27.0	17.9	0.0	0.0	0.0	22.63	D03	0.0	39664.44	3.0	57.2	26.6
A00000008914.jpg/48c9746c-1202-434b-974a-d52902346852_6ab84e25-cfed-421d-accd-5f3cffb5254a.png	A00000008914_1	A00000008914.jpg	0.896625402218685	0.515193904161264	Pterostichus melanarius	Pterostichus	melanarius	STEI	2018-07-24	STEI_004	Steigerwaldt-Chequamegon NEON	WI	45.50894	-89.58637	GRADIENT	TERRESTRIAL	5.2	25.7	17.7	0.1	1.0	0.1	27.38	D05	0.0	49719.31	51.0	36.4	15.8
A00000008914.jpg/bd8ab69d-2a12-461d-be90-a86878f425b3_c17e3d3d-e6ee-4045-8bef-255e09d1ed64.png	A00000008914_2	A00000008914.jpg	0.843086014753667	0.487659849094171	Pterostichus melanarius	Pterostichus	melanarius	STEI	2018-07-24	STEI_004	Steigerwaldt-Chequamegon NEON	WI	45.50894	-89.58637	GRADIENT	TERRESTRIAL	5.2	25.7	17.7	0.1	1.0	0.1	27.38	D05	0.0	49719.31	51.0	36.4	15.8
A00000008914.jpg/263123fe-9349-4520-a704-7a6d12e59f3d_e4109a0a-1fcd-43b1-a2d9-2aa3a2fd46b3.png	A00000008914_3	A00000008914.jpg	0.985091671773142	0.556492801697021	Pterostichus melanarius	Pterostichus	melanarius	STEI	2018-07-24	STEI_004	Steigerwaldt-Chequamegon NEON	WI	45.50894	-89.58637	GRADIENT	TERRESTRIAL	5.2	25.7	17.7	0.1	1.0	0.1	27.38	D05	0.0	49719.31	51.0	36.4	15.8
A00000008914.jpg/d15b50b7-0588-41c2-9706-4b286b6e264e_a25e2dc0-5cf7-45d0-9a95-b97faa97882c.png	A00000008914_4	A00000008914.jpg	1.07512746312392	0.599466887834726	Pterostichus melanarius	Pterostichus	melanarius	STEI	2018-07-24	STEI_004	Steigerwaldt-Chequamegon NEON	WI	45.50894	-89.58637	GRADIENT	TERRESTRIAL	5.2	25.7	17.7	0.1	1.0	0.1	27.38	D05	0.0	49719.31	51.0	36.4	15.8
A00000008914.jpg/3753a944-5518-4aa7-b2a2-b713dc794139_ddbcdfee-ec8d-4f5b-bbd7-718d5f883e2c.png	A00000008914_5	A00000008914.jpg	1.00026420079721	0.540229885057471	Pterostichus melanarius	Pterostichus	melanarius	STEI	2018-07-24	STEI_004	Steigerwaldt-Chequamegon NEON	WI	45.50894	-89.58637	GRADIENT	TERRESTRIAL	5.2	25.7	17.7	0.1	1.0	0.1	27.38	D05	0.0	49719.31	51.0	36.4	15.8
A00000008914.jpg/72041ea0-a8e1-43b9-b133-422babd8129c_ca6f95bf-e68f-4271-9ab1-fa51c50152cf.png	A00000008914_6	A00000008914.jpg	1.04654525426115	0.563335666889326	Pterostichus melanarius	Pterostichus	melanarius	STEI	2018-07-24	STEI_004	Steigerwaldt-Chequamegon NEON	WI	45.50894	-89.58637	GRADIENT	TERRESTRIAL	5.2	25.7	17.7	0.1	1.0	0.1	27.38	D05	0.0	49719.31	51.0	36.4	15.8
A00000008914.jpg/45d25c79-af92-4ae6-b27e-913b4dfa5071_04a5fadd-60bd-4659-9fae-9df8d94f8dd9.png	A00000008914_7	A00000008914.jpg	1.09201451738056	0.597811660871073	Pterostichus melanarius	Pterostichus	melanarius	STEI	2018-07-24	STEI_004	Steigerwaldt-Chequamegon NEON	WI	45.50894	-89.58637	GRADIENT	TERRESTRIAL	5.2	25.7	17.7	0.1	1.0	0.1	27.38	D05	0.0	49719.31	51.0	36.4	15.8
A00000008914.jpg/57064cad-cb57-4062-865d-17e9e990811f_35a74892-07c3-4b41-a7c1-8bf55380b7b8.png	A00000008914_8	A00000008914.jpg	0.942598819934295	0.517369077467903	Pterostichus melanarius	Pterostichus	melanarius	STEI	2018-07-24	STEI_004	Steigerwaldt-Chequamegon NEON	WI	45.50894	-89.58637	GRADIENT	TERRESTRIAL	5.2	25.7	17.7	0.1	1.0	0.1	27.38	D05	0.0	49719.31	51.0	36.4	15.8
A00000008914.jpg/00b82b20-f903-4ffa-9367-dfcde433b1be_210a2a68-8494-435b-9f6c-d0df92ead6e5.png	A00000008914_9	A00000008914.jpg	0.954299918261509	0.540352150507731	Pterostichus melanarius	Pterostichus	melanarius	STEI	2018-07-24	STEI_004	Steigerwaldt-Chequamegon NEON	WI	45.50894	-89.58637	GRADIENT	TERRESTRIAL	5.2	25.7	17.7	0.1	1.0	0.1	27.38	D05	0.0	49719.31	51.0	36.4	15.8
A00000008914.jpg/660576a4-cafc-447e-bf62-e7bcaf6189e7_189d01c5-8b8d-4bd9-b3a3-6ff164b9621d.png	A00000008914_10	A00000008914.jpg	0.919827541321497	0.505877726084262	Pterostichus melanarius	Pterostichus	melanarius	STEI	2018-07-24	STEI_004	Steigerwaldt-Chequamegon NEON	WI	45.50894	-89.58637	GRADIENT	TERRESTRIAL	5.2	25.7	17.7	0.1	1.0	0.1	27.38	D05	0.0	49719.31	51.0	36.4	15.8
A00000008914.jpg/72c51b6f-1750-4820-9019-537702d0b01f_a5794022-9711-4990-8ae8-1b16a698e9cf.png	A00000008914_11	A00000008914.jpg	0.98957440230027	0.546067748056078	Pterostichus melanarius	Pterostichus	melanarius	STEI	2018-07-24	STEI_004	Steigerwaldt-Chequamegon NEON	WI	45.50894	-89.58637	GRADIENT	TERRESTRIAL	5.2	25.7	17.7	0.1	1.0	0.1	27.38	D05	0.0	49719.31	51.0	36.4	15.8
A00000008914.jpg/d67f5bdd-e40a-4293-9f3a-a96aba8bc63a_6a407fa1-7d22-45d7-a569-98ed7e85d2a7.png	A00000008914_12	A00000008914.jpg	0.980318945297489	0.578835784460422	Pterostichus melanarius	Pterostichus	melanarius	STEI	2018-07-24	STEI_004	Steigerwaldt-Chequamegon NEON	WI	45.50894	-89.58637	GRADIENT	TERRESTRIAL	5.2	25.7	17.7	0.1	1.0	0.1	27.38	D05	0.0	49719.31	51.0	36.4	15.8
A00000008914.jpg/89042c35-35ac-4918-b52c-7ac98d6c3a3b_81a53422-eb3e-4ca1-8b41-353802a926aa.png	A00000008914_13	A00000008914.jpg	0.905131361959082	0.530730868074262	Pterostichus melanarius	Pterostichus	melanarius	STEI	2018-07-24	STEI_004	Steigerwaldt-Chequamegon NEON	WI	45.50894	-89.58637	GRADIENT	TERRESTRIAL	5.2	25.7	17.7	0.1	1.0	0.1	27.38	D05	0.0	49719.31	51.0	36.4	15.8
A00000008914.jpg/5eb9deef-7a9b-46bc-bb51-6ca1a208fd83_36d7efad-4de9-4747-8c83-ff15d1975d35.png	A00000008914_14	A00000008914.jpg	0.91160368086889	0.486167493851876	Pterostichus melanarius	Pterostichus	melanarius	STEI	2018-07-24	STEI_004	Steigerwaldt-Chequamegon NEON	WI	45.50894	-89.58637	GRADIENT	TERRESTRIAL	5.2	25.7	17.7	0.1	1.0	0.1	27.38	D05	0.0	49719.31	51.0	36.4	15.8
A00000008914.jpg/95162078-26ba-4281-b918-d4e07d9b9f20_dd647009-8ff8-441a-84a2-892b51aa3974.png	A00000008914_15	A00000008914.jpg	0.972946241554459	0.535316368836553	Pterostichus melanarius	Pterostichus	melanarius	STEI	2018-07-24	STEI_004	Steigerwaldt-Chequamegon NEON	WI	45.50894	-89.58637	GRADIENT	TERRESTRIAL	5.2	25.7	17.7	0.1	1.0	0.1	27.38	D05	0.0	49719.31	51.0	36.4	15.8
A00000008914.jpg/ccb284a6-f46c-4d89-9908-6ba5ef960c03_5b6ce06c-311b-430e-aa4a-3269b064f804.png	A00000008914_16	A00000008914.jpg	0.874772303008756	0.506269322886097	Pterostichus melanarius	Pterostichus	melanarius	STEI	2018-07-24	STEI_004	Steigerwaldt-Chequamegon NEON	WI	45.50894	-89.58637	GRADIENT	TERRESTRIAL	5.2	25.7	17.7	0.1	1.0	0.1	27.38	D05	0.0	49719.31	51.0	36.4	15.8
A00000008914.jpg/d073c25e-b099-4424-9e2f-9a951dc3a35c_edf9014a-0a46-4ee8-8249-79e4f6a30605.png	A00000008914_17	A00000008914.jpg	0.879066151953972	0.500759101397516	Pterostichus melanarius	Pterostichus	melanarius	STEI	2018-07-24	STEI_004	Steigerwaldt-Chequamegon NEON	WI	45.50894	-89.58637	GRADIENT	TERRESTRIAL	5.2	25.7	17.7	0.1	1.0	0.1	27.38	D05	0.0	49719.31	51.0	36.4	15.8
A00000008914.jpg/cafe35a3-4dfa-42cd-b527-e9a8af7e4ca3_32c480fd-6361-4092-826f-aa3ad7fd7585.png	A00000008914_18	A00000008914.jpg	0.902207331181168	0.455874299196596	Pterostichus melanarius	Pterostichus	melanarius	STEI	2018-07-24	STEI_004	Steigerwaldt-Chequamegon NEON	WI	45.50894	-89.58637	GRADIENT	TERRESTRIAL	5.2	25.7	17.7	0.1	1.0	0.1	27.38	D05	0.0	49719.31	51.0	36.4	15.8
A00000008914.jpg/c4ddff31-2967-478a-9812-1f074d20ad8e_b4f7048a-b678-4466-8261-c6d36fcb67a7.png	A00000008914_19	A00000008914.jpg	1.03454661361033	0.563335666889326	Pterostichus melanarius	Pterostichus	melanarius	STEI	2018-07-24	STEI_004	Steigerwaldt-Chequamegon NEON	WI	45.50894	-89.58637	GRADIENT	TERRESTRIAL	5.2	25.7	17.7	0.1	1.0	0.1	27.38	D05	0.0	49719.31	51.0	36.4	15.8
A00000008915.jpg/7a6ac9e0-9bde-4445-b70a-5c56d07936a3_3efeeee8-4e7f-45e6-b657-4e2f7064ac2e.png	A00000008915_1	A00000008915.jpg	1.0109367848312	0.522578974211807	Pterostichus melanarius	Pterostichus	melanarius	STEI	2018-07-10	STEI_002	Steigerwaldt-Chequamegon NEON	WI	45.50894	-89.58637	GRADIENT	TERRESTRIAL	5.21	27.2	17.5	0.0	0.0	0.0	24.49	D05	0.0	47759.58	3.0	29.5	15.3
A00000008915.jpg/706fd18e-a3a3-4029-9b19-ab9dd656bea2_3441aa5e-0808-4f85-929d-c29ef2c0911e.png	A00000008915_2	A00000008915.jpg	1.05462707769506	0.595184375498489	Pterostichus melanarius	Pterostichus	melanarius	STEI	2018-07-10	STEI_002	Steigerwaldt-Chequamegon NEON	WI	45.50894	-89.58637	GRADIENT	TERRESTRIAL	5.21	27.2	17.5	0.0	0.0	0.0	24.49	D05	0.0	47759.58	3.0	29.5	15.3
