ImageFilePath,ScientificName,Pred_NaiveBayes,Pred_LogisticRegression,Pred_NearestNeighbor,Pred_MLP_Baseline
database/6097926/d178s0007.jpg,Harpalus laevipes,Agonum nigrum,Harpalus laevipes,Amara convexiusculus,Harpalus laevipes
database/4475127/d187s0063.jpg,Ophonus melletii,Ocys harpaloides,Paradromius linearis,Bembidion iricolor,Anchomenus dorsalis
database/1035194/d170s0011.jpg,Amara aulica,Amara aulica,Calathus fuscipes,Abax parallelepipedus,Poecilus cupreus
database/1036066/d071s0120.jpg,Bembidion semipunctatum,Bembidion ephippium,Bembidion obliquum,Amara curta,Bembidion quadripustulatum
database/4478699/d064s0418.jpg,Asaphidion curtum,Notiophilus biguttatus,Asaphidion stierlini,Asaphidion flavipes,Asaphidion stierlini
database/4476667/d061s0310.jpg,Trechus quadristriatus,Stenolophus teutonus,Stenolophus teutonus,Stenolophus teutonus,Stenolophus teutonus
database/5716408/d052s0049.jpg,Dyschirius obscurus,Dyschirius nitidus,Dyschirius nitidus,Harpalus pumilus,Amara lucida
database/4475157/d186s0266.jpg,Ophonus laticollis,Ophonus schaubergerianus,Ophonus schaubergerianus,Amara apricaria,Harpalus smaragdinus
database/4479890/d215s0458.jpg,Syntomus foveatus,Bembidion lunulatum,Microlestes maurus,Trechus quadristriatus,Bembidion nigricorne
database/5756368/d102s0313.jpg,Pogonus luridipennis,Stenolophus skrimshiranus,Stenolophus skrimshiranus,Amara plebeja,Lebia chlorocephala
database/8417764/d120s0310.jpg,Pterostichus rhaeticus,Pterostichus rhaeticus,Pterostichus rhaeticus,Abax parallelepipedus,Abax parallelepipedus
database/4470765/d025s0024.jpg,Carabus violaceus,Carabus clatratus,Carabus violaceus,Calosoma inquisitor,Carabus violaceus
database/8137203/d143s0102.jpg,Platynus assimilis,Amara lunicollis,Amara convexiusculus,Pelophila borealis,Pterostichus aethiops
database/1036192/d088s0198.jpg,Bembidion obtusum,Bradycellus harpalinus,Bembidion stephensii,Epaphius secalis,Bembidion lampros
database/4471235/d206s0187.jpg,Panagaeus bipustulatus,Panagaeus bipustulatus,Panagaeus bipustulatus,Panagaeus bipustulatus,Panagaeus bipustulatus
database/4471238/d206s0221.jpg,Panagaeus cruxmajor,Bembidion testaceum,Panagaeus cruxmajor,Calathus melanocephalus,Panagaeus cruxmajor
database/4478842/d086s0125.jpg,Bembidion quadripustulatum,Dyschirius globosus,Bembidion mannerheimii,Bembidion mannerheimii,Cylindera germanica
database/5757310/d208s0605.jpg,Demetrias atricapillus,Demetrias imperialis,Demetrias atricapillus,Demetrias monostigma,Demetrias imperialis
database/7708350/d121s0303.jpg,Pterostichus nigrita,Pterostichus rhaeticus,Pterostichus anthracinus,Pterostichus anthracinus,Pterostichus anthracinus
database/9268484/d171s0127.jpg,Amara convexiusculus,Ophonus schaubergerianus,Ophonus schaubergerianus,Amara bifrons,Harpalus smaragdinus
database/4308786/d063s0100.jpg,Tachys scutellaris,Elaphropus bistriatus,Perileptus areolatus,Acupalpus brunnipes,Perileptus areolatus
database/1035542/d048s0023.jpg,Elaphrus lapponicus,Elaphrus cupreus,Elaphrus lapponicus,Agonum nigrum,Blethisa multipunctata
database/7873810/d123s0161.jpg,Pterostichus diligens,Synuchus vivalis,Ophonus melletii,Harpalus laevipes,Patrobus atrorufus
database/6097869/d089s0367.jpg,Bembidion biguttatum,Bembidion tibiale,Amara plebeja,Agonum nigrum,Badister dilatatus
database/7613168/d109s0044.jpg,Pterostichus aethiops,Pterostichus gracilis,Laemostenus complanatus,Anisodactylus nemorivagus,Harpalus rufipalpis
database/5755079/d145s0279.jpg,Agonum fuliginosum,Sinechostictus stomoides,Agonum micans,Cymindis axillaris,Agonum micans
database/9581584/d135s0284.jpg,Calathus mollis,Calathus mollis,Calathus ambiguus,Amara apricaria,Calathus mollis
database/5756874/d052s0090.jpg,Dyschirius thoracicus,Dyschirius tristis,Dyschirius tristis,Dyschirius nitidus,Bembidion doris
database/1036216/d068s0467.jpg,Bembidion lampros,Syntomus truncatellus,Pterostichus strenuus,Agonum nigrum,Bembidion gilvipes
database/5756374/d102s0466.jpg,Pogonus chalceus,Amara ovata,Elaphrus lapponicus,Amara anthobia,Bembidion tibiale
database/1035195/d161s0087.jpg,Amara familiaris,Masoreus wetterhallii,Amara aenea,Amara aenea,Amara aenea
database/8378220/d183s0142.jpg,Harpalus serripes,Ophonus schaubergerianus,Harpalus tardus,Amara lunicollis,Harpalus servus
database/5873214/d177s0140.jpg,Harpalus attenuatus,Agonum nigrum,Amara consularis,Harpalus tenebrosus,Amara consularis
database/4470555/d021s0086.jpg,Carabus problematicus,Carabus granulatus,Carabus problematicus,Carabus granulatus,Carabus problematicus
database/1035185/d158s0314.jpg,Amara aenea,Carabus nemoralis,Amara famelica,Amara anthobia,Amara eurynota
database/8563753/d164s0133.jpg,Amara ovata,Pterostichus quadrifoveolatus,Amara ovata,Amara lunicollis,Harpalus attenuatus
database/1036066/d071s0121.jpg,Bembidion semipunctatum,Bembidion assimile,Bembidion semipunctatum,Amara curta,Bembidion obliquum
database/4308807/d072s0060.jpg,Bembidion ephippium,Tachys scutellaris,Bembidion ephippium,Bembidion ephippium,Bembidion ephippium
database/5872143/d066s0370.jpg,Bembidion litorale,Bembidion lunatum,Elaphrus riparius,Agonum nigrum,Elaphrus riparius
database/9268484/d171s0106.jpg,Amara convexiusculus,Pterostichus melanarius,Harpalus smaragdinus,Harpalus laevipes,Harpalus attenuatus
database/4471113/d020s0009.jpg,Carabus glabratus,Carabus violaceus,Carabus glabratus,Agonum viduum,Carabus violaceus
database/9346940/d040s0164.jpg,Notiophilus aquaticus,Bembidion quadrimaculatum,Notiophilus biguttatus,Acupalpus exiguus,Bembidion pallidipenne
database/6097872/d078s0467.jpg,Bembidion monticola,Calathus fuscipes,Bembidion monticola,Bembidion geniculatum,Pterostichus strenuus
database/8104778/d079s0281.jpg,Bembidion saxatile,Bembidion nigropiceum,Bembidion testaceum,Bembidion nigropiceum,Bembidion testaceum
database/4471235/d206s0165.jpg,Panagaeus bipustulatus,Elaphrus lapponicus,Paranchus albipes,Amara bifrons,Elaphrus uliginosus
database/5755044/d152s0065.jpg,Agonum ericeti,Agonum gracile,Agonum ericeti,Agonum ericeti,Agonum ericeti
database/4475685/d197s0102.jpg,Acupalpus brunnipes,Acupalpus brunnipes,Bembidion aeneum,Acupalpus brunnipes,Bembidion nigricorne
database/4479895/d215s0488.jpg,Syntomus obscuroguttatus,Perileptus areolatus,Syntomus foveatus,Acupalpus brunnipes,Syntomus truncatellus
database/4472858/d160s0271.jpg,Amara eurynota,Amara spreta,Harpalus attenuatus,Amara aulica,Amara lunicollis
database/4473277/d156s0058.jpg,Zabrus tenebrioides,Ophonus schaubergerianus,Zabrus tenebrioides,Amara bifrons,Zabrus tenebrioides
database/4479870/d215s0130.jpg,Syntomus truncatellus,Bradycellus ruficollis,Agonum gracile,Bembidion obtusum,Bembidion guttula
database/6097900/d006s0130.jpg,Cylindera germanica,Cicindela sylvatica,Cylindera germanica,Cicindela maritima,Cylindera germanica
database/6097871/d077s0161.jpg,Bembidion fluviatile,Stenolophus mixtus,Bembidion saxatile,Polistichus connexus,Bembidion saxatile
database/4475213/d187s0288.jpg,Ophonus azureus,Ophonus azureus,Ophonus azureus,Harpalus tenebrosus,Ophonus azureus
database/5873218/d181s0214.jpg,Harpalus rubripes,Harpalus latus,Harpalus attenuatus,Harpalus latus,Harpalus smaragdinus
database/5755203/d137s0031.jpg,Laemostenus complanatus,Pelophila borealis,Laemostenus complanatus,Amara aulica,Pterostichus oblongopunctatus
database/4308815/d057s0130.jpg,Broscus cephalotes,Calathus ambiguus,Broscus cephalotes,Calathus ambiguus,Pterostichus adstrictus
database/6097906/d200s0089.jpg,Chlaenius nigricornis,Amara lunicollis,Chlaenius nigricornis,Harpalus smaragdinus,Agonum ericeti
database/4475846/d203s0115.jpg,Licinus punctatulus,Licinus depressus,Licinus punctatulus,Calathus fuscipes,Licinus punctatulus
database/4475846/d203s0010.jpg,Licinus punctatulus,Harpalus rufipes,Harpalus rufipes,Harpalus rufipalpis,Harpalus rufipes
database/8600499/d166s0208.jpg,Amara tibialis,Amara tibialis,Amara tibialis,Amara lucida,Amara tibialis
database/6097878/d076s0282.jpg,Bembidion deletum,Bembidion lampros,Ocys quinquestriatus,Harpalus pumilus,Harpalus pumilus
database/1035204/d159s0301.jpg,Amara anthobia,Calathus erratus,Calathus erratus,Nebria rufescens,Amara spreta
database/4308787/d038s0038.jpg,Nebria complanata,Nebria complanata,Nebria complanata,Nebria complanata,Nebria complanata
database/7642452/d116s0152.jpg,Pterostichus oblongopunctatus,Laemostenus terricola,Pterostichus adstrictus,Amara famelica,Pelophila borealis
database/5873525/d053s0486.jpg,Dyschirius aeneus,Bembidion tibiale,Bembidion aeneum,Amara plebeja,Bembidion aeneum
database/5872147/d083s0018.jpg,Bembidion gilvipes,Elaphropus bistriatus,Bembidion gilvipes,Bembidion obtusum,Elaphropus bistriatus
database/5756814/d065s0406.jpg,Ocys quinquestriatus,Bembidion dentellum,Bradycellus harpalinus,Amara convexior,Bembidion lunatum
database/9206709/d149s0051.jpg,Agonum piceum,Dromius angustus,Agonum piceum,Bembidion testaceum,Bembidion saxatile
database/4475181/d188s0349.jpg,Ophonus rupicola,Stenolophus mixtus,Dicheirotrichus obsoletus,Dicheirotrichus obsoletus,Dicheirotrichus gustavii
database/7856746/d117s0219.jpg,Pterostichus melanarius,Abax parallelepipedus,Amara aulica,Anisodactylus binotatus,Pterostichus melanarius
database/8563753/d164s0225.jpg,Amara ovata,Amara aulica,Amara similata,Agonum sexpunctatum,Amara ovata
database/4476832/d062s0021.jpg,Trechoblemus micros,Trechoblemus micros,Trechoblemus micros,Notiophilus quadripunctatus,Trechoblemus micros
database/1036154/d090s0439.jpg,Bembidion guttula,Dyschirius salinus,Dyschirius salinus,Amara familiaris,Bradycellus caucasicus
database/5756874/d052s0186.jpg,Dyschirius thoracicus,Bembidion illigeri,Bembidion illigeri,Acupalpus meridianus,Bembidion illigeri
database/8267077/d198s0381.jpg,Acupalpus dorsalis,Anthracus consputus,Anthracus consputus,Anthracus consputus,Anthracus consputus
database/5755079/d145s0380.jpg,Agonum fuliginosum,Bembidion stephensii,Notiophilus germinyi,Badister dilatatus,Asaphidion pallipes
database/6097896/d043s0241.jpg,Notiophilus germinyi,Agonum thoreyi,Notiophilus germinyi,Asaphidion pallipes,Notiophilus aquaticus
database/1036789/d012s0092.jpg,Carabus granulatus,Agonum viduum,Carabus granulatus,Agonum nigrum,Carabus granulatus
database/4475707/d198s0261.jpg,Acupalpus exiguus,Dyschirius thoracicus,Acupalpus exiguus,Acupalpus brunnipes,Acupalpus flavicollis
database/8139233/d063s0466.jpg,Elaphropus walkerianus,Bembidion schueppelii,Bembidion schueppelii,Bembidion nigropiceum,Elaphropus walkerianus
database/4480271/d210s0135.jpg,Paradromius longiceps,Philorhizus melanocephalus,Philorhizus notatus,Demetrias atricapillus,Philorhizus melanocephalus
database/4474974/d216s0098.jpg,Odacantha melanura,Calodromius spilotus,Odacantha melanura,Odacantha melanura,Odacantha melanura
database/4480348/d213s0418.jpg,Philorhizus notatus,Philorhizus notatus,Philorhizus notatus,Badister sodalis,Philorhizus notatus
database/4472900/d161s0265.jpg,Amara famelica,Pogonus chalceus,Amara communis,Agonum micans,Amara communis
database/5755027/d154s0215.jpg,Agonum nigrum,Bembidion tibiale,Agonum nigrum,Agonum emarginatum,Agonum nigrum
database/5755080/d147s0175.jpg,Agonum gracile,Badister dilatatus,Badister dilatatus,Pedius longicollis,Agonum micans
database/9479706/d066s0115.jpg,Bembidion laterale,Trechoblemus micros,Bembidion laterale,Bembidion laterale,Philorhizus melanocephalus
database/5755339/d179s0254.jpg,Harpalus latus,Amara ovata,Pterostichus nigrita,Amara lunicollis,Pterostichus quadrifoveolatus
database/5873211/d182s0020.jpg,Harpalus rufipalpis,Harpalus rufipalpis,Harpalus rufipalpis,Anisodactylus binotatus,Harpalus rufipalpis
database/4988207/d046s0093.jpg,Blethisa multipunctata,Blethisa multipunctata,Blethisa multipunctata,Agonum nigrum,Blethisa multipunctata
database/4471071/d019s0021.jpg,Carabus nitens,Carabus arvensis,Carabus arvensis,Anisodactylus poeciloides,Carabus arvensis
database/4473617/d037s0096.jpg,Nebria rufescens,Platynus livens,Nebria rufescens,Agonum viduum,Platynus livens
database/5757207/d211s0335.jpg,Dromius agilis,Bradycellus verbasci,Polistichus connexus,Bembidion biguttatum,Dicheirotrichus obsoletus
database/4475794/d199s0114.jpg,Anthracus consputus,Anthracus consputus,Anthracus consputus,Anthracus consputus,Anthracus consputus
database/1037319/d060s0135.jpg,Trechus obtusus,Trechus quadristriatus,Trechus obtusus,Bembidion bruxellense,Trechus quadristriatus
database/4474780/d217s0038.jpg,Drypta dentata,Bembidion lunatum,Cymindis vaporariorum,Cymindis axillaris,Drypta dentata
database/8335452/d075s0316.jpg,Bembidion bualei,Syntomus foveatus,Bembidion fumigatum,Acupalpus meridianus,Bembidion bruxellense
database/5872143/d066s0009.jpg,Bembidion litorale,Elaphrus lapponicus,Bembidion tibiale,Agonum muelleri,Sericoda quadripunctata
database/5755562/d217s0085.jpg,Polistichus connexus,Polistichus connexus,Polistichus connexus,Polistichus connexus,Polistichus connexus
database/1036899/d051s0363.jpg,Clivina collaris,Patrobus septentrionis,Clivina collaris,Amara bifrons,Clivina collaris
database/7856746/d117s0001.jpg,Pterostichus melanarius,Cychrus caraboides,Amara ovata,Agonum sexpunctatum,Amara ovata
database/4478679/d064s0554.jpg,Asaphidion stierlini,Asaphidion stierlini,Asaphidion stierlini,Asaphidion stierlini,Asaphidion stierlini
database/4480480/d005s0076.jpg,Cicindela sylvatica,Cicindela sylvatica,Cicindela sylvatica,Cicindela sylvatica,Cicindela sylvatica
database/4308805/d100s0072.jpg,Bembidion iricolor,Bembidion lampros,Bembidion aeneum,Pogonus chalceus,Bembidion punctulatum
database/5757308/d208s0699.jpg,Demetrias monostigma,Tachys scutellaris,Demetrias atricapillus,Bembidion laterale,Brachinus crepitans
database/5755302/d134s0066.jpg,Calathus micropterus,Bradycellus ruficollis,Amara apricaria,Pogonus chalceus,Harpalus tardus
database/8051076/d033s0148.jpg,Nebria livida,Patrobus atrorufus,Nebria livida,Ophonus rupicola,Nebria livida
database/8137203/d143s0025.jpg,Platynus assimilis,Anisodactylus binotatus,Platynus assimilis,Nebria salina,Platynus assimilis
database/8307815/d116s0014.jpg,Pterostichus quadrifoveolatus,Amara eurynota,Pterostichus madidus,Agonum ericeti,Pelophila borealis
database/4308806/d085s0116.jpg,Bembidion minimum,Dyschirius obscurus,Bembidion obliquum,Amara infima,Bembidion obliquum
database/5755051/d155s0064.jpg,Agonum sexpunctatum,Poecilus versicolor,Pterostichus quadrifoveolatus,Harpalus dimidiatus,Anchomenus dorsalis
database/9252314/d144s0128.jpg,Platynus livens,Ophonus puncticeps,Platynus livens,Calathus fuscipes,Pterostichus aethiops
database/5873524/d053s0263.jpg,Dyschirius globosus,Dyschirius globosus,Dyschirius globosus,Bembidion gilvipes,Dyschirius globosus
database/8068514/d183s0003.jpg,Harpalus servus,Clivina collaris,Harpalus servus,Harpalus rubripes,Calathus cinctus
database/4308800/d084s0350.jpg,Bembidion fumigatum,Bembidion articulatum,Bembidion fumigatum,Bembidion fumigatum,Bembidion fumigatum
database/7416497/d113s0092.jpg,Pterostichus macer,Nebria livida,Pterostichus oblongopunctatus,Agonum gracile,Brachinus crepitans
database/4475757/d192s0123.jpg,Dicheirotrichus cognatus,Acupalpus flavicollis,Acupalpus dorsalis,Acupalpus dorsalis,Acupalpus dorsalis
database/8423772/d119s0026.jpg,Pterostichus anthracinus,Licinus punctatulus,Agonum emarginatum,Agonum nigrum,Abax parallelepipedus
database/5872119/d069s0137.jpg,Bembidion punctulatum,Bembidion nigricorne,Bembidion punctulatum,Bembidion nigricorne,Bembidion punctulatum
database/4472913/d165s0141.jpg,Amara similata,Anisodactylus binotatus,Amara similata,Anisodactylus binotatus,Amara similata
database/4479890/d215s0418.jpg,Syntomus foveatus,Bradycellus ruficollis,Syntomus foveatus,Bembidion lampros,Syntomus obscuroguttatus
database/9027622/d160s0237.jpg,Amara curta,Pterostichus strenuus,Amara curta,Amara apricaria,Amara curta
database/9377664/d071s0262.jpg,Bembidion obliquum,Syntomus foveatus,Bembidion quadripustulatum,Bembidion assimile,Bembidion semipunctatum
database/4988363/d131s0088.jpg,Calathus fuscipes,Pterostichus gracilis,Calathus fuscipes,Harpalus latus,Calathus fuscipes
database/8068514/d183s0022.jpg,Harpalus servus,Harpalus anxius,Harpalus anxius,Amara similata,Harpalus anxius
database/4475179/d188s0156.jpg,Ophonus puncticeps,Laemostenus complanatus,Ophonus puncticeps,Ophonus puncticeps,Synuchus vivalis
database/1036128/d086s0197.jpg,Bembidion quadrimaculatum,Bembidion quadripustulatum,Bembidion nigricorne,Dyschirius tristis,Bembidion nigricorne
database/5757205/d211s0176.jpg,Dromius quadrimaculatus,Dromius meridionalis,Dromius meridionalis,Dromius meridionalis,Dromius meridionalis
database/4308789/d192s0392.jpg,Dicheirotrichus gustavii,Bradycellus harpalinus,Bradycellus verbasci,Bradycellus verbasci,Bradycellus verbasci
database/1035208/d167s0120.jpg,Amara bifrons,Bradycellus verbasci,Bradycellus verbasci,Amara aenea,Clivina collaris
database/6097886/d078s0313.jpg,Bembidion lunatum,Bembidion lunatum,Pterostichus strenuus,Agonum nigrum,Agonum gracile
database/1036796/d064s0388.jpg,Asaphidion flavipes,Asaphidion stierlini,Asaphidion stierlini,Asaphidion stierlini,Asaphidion flavipes
database/6097868/d067s0003.jpg,Bembidion nigricorne,Bembidion nigricorne,Sericoda quadripunctata,Acupalpus flavicollis,Bembidion guttula
database/5873211/d182s0091.jpg,Harpalus rufipalpis,Ophonus schaubergerianus,Harpalus attenuatus,Amara similata,Harpalus attenuatus
database/5872129/d076s0629.jpg,Bembidion decorum,Bembidion tibiale,Bembidion decorum,Amara similata,Bembidion decorum
database/6097924/d184s0260.jpg,Harpalus tardus,Harpalus tenebrosus,Harpalus tenebrosus,Amara similata,Harpalus tenebrosus
database/5872147/d083s0042.jpg,Bembidion gilvipes,Syntomus truncatellus,Bembidion gilvipes,Amara tibialis,Badister sodalis
database/6097857/d207s0058.jpg,Lebia chlorocephala,Badister bullatus,Lebia chlorocephala,Lebia chlorocephala,Lebia chlorocephala
database/4472907/d165s0054.jpg,Amara spreta,Poecilus versicolor,Calathus fuscipes,Amara curta,Ophonus laticollis
database/4308789/d192s0015.jpg,Dicheirotrichus gustavii,Bembidion iricolor,Amara bifrons,Agonum piceum,Dicheirotrichus gustavii
database/4308811/d058s0286.jpg,Aepus marinus,Aepus marinus,Aepus marinus,Aepus marinus,Aepopsis robinii
database/4475761/d193s0235.jpg,Dicheirotrichus placidus,Bembidion lunatum,Dicheirotrichus placidus,Amara plebeja,Bembidion lunatum
database/5755302/d134s0055.jpg,Calathus micropterus,Bembidion decorum,Bembidion decorum,Calathus micropterus,Calathus micropterus
database/4480200/d212s0142.jpg,Calodromius spilotus,Philorhizus notatus,Dromius quadrimaculatus,Asaphidion stierlini,Paradromius linearis
database/9533851/d086s0629.jpg,Bembidion doris,Bembidion normannum,Bembidion biguttatum,Syntomus truncatellus,Bembidion biguttatum
database/4308804/d089s0087.jpg,Bembidion aeneum,Bembidion bipunctatum,Bembidion aeneum,Amara aenea,Notiophilus aquaticus
database/4475908/d104s0140.jpg,Patrobus assimilis,Calathus micropterus,Patrobus assimilis,Agonum nigrum,Patrobus assimilis
database/5755066/d155s0370.jpg,Agonum versutum,Platyderus depressus,Agonum versutum,Amara convexiusculus,Agonum micans
database/5756018/d204s0114.jpg,Badister bullatus,Trechoblemus micros,Acupalpus dorsalis,Odacantha melanura,Acupalpus dorsalis
database/8417764/d120s0015.jpg,Pterostichus rhaeticus,Pterostichus rhaeticus,Pterostichus rhaeticus,Pterostichus anthracinus,Pterostichus rhaeticus
database/9415910/d198s0336.jpg,Acupalpus flavicollis,Dromius quadrimaculatus,Acupalpus flavicollis,Badister bullatus,Dromius quadrimaculatus
database/4480502/d003s0022.jpg,Cicindela hybrida,Cicindela maritima,Cicindela maritima,Cicindela hybrida,Cicindela hybrida
database/1036286/d144s0066.jpg,Sericoda quadripunctata,Acupalpus brunnipes,Sericoda quadripunctata,Amara famelica,Sericoda quadripunctata
database/4471202/d206s0033.jpg,Masoreus wetterhallii,Bembidion lunulatum,Masoreus wetterhallii,Notiophilus quadripunctatus,Trechus quadristriatus
database/6097878/d076s0025.jpg,Bembidion deletum,Bradycellus ruficollis,Badister dilatatus,Agonum gracile,Asaphidion pallipes
database/5753612/d028s0110.jpg,Cychrus caraboides,Broscus cephalotes,Cychrus caraboides,Licinus punctatulus,Cychrus caraboides
database/1036893/d051s0627.jpg,Clivina fossor,Harpalus pumilus,Clivina fossor,Miscodera arctica,Clivina fossor
database/9533851/d086s0479.jpg,Bembidion doris,Bembidion properans,Bembidion minimum,Badister dilatatus,Bembidion minimum
