ImageFilePath,ScientificName,Pred_NaiveBayes,Pred_LogisticRegression,Pred_NearestNeighbor,Pred_MLP_Baseline
BritishCarabids/British Carabids/database/4308787/d038s0077.jpg,Nebria complanata,Nebria complanata,Nebria complanata,Blethisa multipunctata,Nebria complanata
Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Agonum/propinquum/c2eea194-5a20-4dfe-9cd3-f5b72fa0a486.png,Agonum propinquum,Bembidion patruele,Bembidion rapidum,Calathus ruficollis,Bembidion scudderi
BritishCarabids/British Carabids/database/4475140/d189s0634.jpg,Ophonus rufibarbis,Ophonus rufibarbis,Ophonus rufibarbis,Ophonus rufibarbis,Ophonus rufibarbis
BritishCarabids/British Carabids/database/6097883/d071s0281.jpg,Bembidion varium,Dyschirius impunctipennis,Bembidion varium,Bembidion biguttatum,Bembidion varium
BeetlePalooza/individual_images/A00000041653.jpg/2b570c0c-1456-4e21-8ba0-0352414ad54b_f1b73614-4201-4bd3-b6f7-533a4391e0df.png,Harpalus amputatus,Cymindis neglecta,Harpalus amputatus,Calathus advena,Harpalus amputatus
Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Scaphinotus/marginatus/10c90407-d60c-4f83-af4f-8403b98ac9ef.png,Scaphinotus marginatus,Carabus auratus,Chlaenius laticollis,Calosoma frigidum,Calosoma frigidum
Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Cicindelidia/sedecimpunctata/1d3b6e69-a3c8-4c36-a63c-27b5dbabdce8.png,Cicindelidia sedecimpunctata,Cicindelidia rufiventris,Cicindelidia punctulata,Cicindelidia trifasciata,Cicindelidia punctulata
BritishCarabids/British Carabids/database/4308812/d191s0074.jpg,Anisodactylus poeciloides,Anisodactylus poeciloides,Anisodactylus poeciloides,Anisodactylus poeciloides,Pterostichus melanarius
BritishCarabids/British Carabids/database/4475140/d189s0721.jpg,Ophonus rufibarbis,Cymindis vaporariorum,Ophonus rufibarbis,Ophonus azureus,Ophonus rufibarbis
BritishCarabids/British Carabids/database/1037293/d062s0123.jpg,Trechus rubens,Dromius angustus,Trechus rubens,Agonum thoreyi,Trechus rubens
BeetlePalooza/individual_images/A00000069246.jpg/d9689249-751b-4cb2-8391-8e4504e1cdf8_fda7bdaa-fb43-4b90-b945-01e5adbbf6e5.png,Harpalus pensylvanicus,Anisodactylus dulcicollis,Harpalus pensylvanicus,Synuchus impunctatus,Harpalus pensylvanicus
BritishCarabids/British Carabids/database/8335452/d075s0292.jpg,Bembidion bualei,Harpalus pumilus,Bembidion bruxellense,Bembidion bruxellense,Bembidion bruxellense
BeetlePalooza/individual_images/A00000033621.jpg/db94ba66-206a-4198-a8a4-19a456426209_2b76fd85-b3b7-476e-9cf4-db6ce35502dc.png,Synuchus impunctatus,Pterostichus novus,Synuchus impunctatus,Synuchus impunctatus,Synuchus impunctatus
BritishCarabids/British Carabids/database/6097886/d078s0279.jpg,Bembidion lunatum,Bembidion ephippium,Bembidion biguttatum,Bembidion dentellum,Syntomus obscuroguttatus
BritishCarabids/British Carabids/database/4480485/d001s0198.jpg,Cicindela campestris,Calathus ambiguus,Cicindela campestris,Cicindela campestris,Cicindela campestris
BritishCarabids/British Carabids/database/7873810/d123s0447.jpg,Pterostichus diligens,Amara spreta,Bembidion punctulatum,Agonum fuliginosum,Bembidion punctulatum
BritishCarabids/British Carabids/database/8378220/d183s0176.jpg,Harpalus serripes,Harpalus serripes,Amara similata,Amara famelica,Harpalus serripes
BritishCarabids/British Carabids/database/4472828/d157s0254.jpg,Amara plebeja,Harpalus servus,Amara plebeja,Amara communis,Amara plebeja
BeetlePalooza/individual_images/A00000041436.jpg/3e4e50e7-5508-48f8-936a-dafaf22f2356_f4848481-2a4b-4df6-a1d5-c952315d610f.png,Harpalus pensylvanicus,Anisodactylus rusticus,Harpalus pensylvanicus,Harpalus pensylvanicus,Harpalus pensylvanicus
BeetlePalooza/individual_images/CPER_003.S.20180719.EURGRO.01(45).jpg/09bf4715-1b6a-4041-a4ec-43f1ed2d0ddd_73f826a5-a4d6-4923-9414-cf7adb2d8830.png,Euryderus grossus,Euryderus grossus,Euryderus grossus,Euryderus grossus,Euryderus grossus
BritishCarabids/British Carabids/database/9479706/d066s0212.jpg,Bembidion laterale,Asaphidion stierlini,Calodromius spilotus,Bembidion laterale,Bembidion laterale
BeetlePalooza/individual_images/A00000046138.jpg/478e0c5e-249d-49f4-80a9-8dedd63f27d3_ec7cfb9a-9ad7-451a-8f4b-469b11236777.png,Carabus goryi,Cicindela punctulata,Carabus goryi,Carabus goryi,Carabus goryi
Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Lebia/viridis/2e00efbe-74bc-4b73-8828-43883fee369f.png,Lebia viridis,Harpalus texanus,Lebia viridis,Agonum decorum,Lebia viridis
BritishCarabids/British Carabids/database/9364935/d041s0478.jpg,Notiophilus biguttatus,Harpalus neglectus,Notiophilus biguttatus,Notiophilus biguttatus,Notiophilus biguttatus
BritishCarabids/British Carabids/database/4475128/d187s0004.jpg,Ophonus schaubergerianus,Anisodactylus poeciloides,Amara familiaris,Amara familiaris,Dromius angustus
BritishCarabids/British Carabids/database/4308800/d084s0295.jpg,Bembidion fumigatum,Bembidion clarkei,Bembidion gilvipes,Asaphidion curtum,Amara tibialis
BritishCarabids/British Carabids/database/1035578/d034s0173.jpg,Nebria brevicollis,Pterostichus aethiops,Nebria brevicollis,Agonum emarginatum,Nebria brevicollis
BeetlePalooza/individual_images/A00000034561.jpg/ded0a6cd-2ea5-48a2-8c20-e4b7c0796248_e5a64d54-1e3c-4895-a048-7ed42762a6e6.png,Chlaenius aestivus,Pterostichus coracinus,Chlaenius aestivus,Chlaenius aestivus,Chlaenius aestivus
Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Paraclivina/bipustulata/9dc98222-7aa4-4c62-a777-adef3459d735.png,Paraclivina bipustulata,Cicindelidia punctulata,Paraclivina bipustulata,Acupalpus hydropicus,Dyschirius globulosus
BeetlePalooza/individual_images/A00000051542.jpg/0ec66308-9c75-4bb5-ba12-83d2f4718ab5_6ce788f9-1de3-4bcd-88eb-4d4708a459a5.png,Harpalus paratus,Euryderus grossus,Harpalus paratus,Euryderus grossus,Harpalus paratus
BritishCarabids/British Carabids/database/4988207/d046s0040.jpg,Blethisa multipunctata,Chlaenius nigricornis,Elaphrus cupreus,Nebria rufescens,Blethisa multipunctata
Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Lebia/viridis/121db18d-c20f-4ca0-855b-25fafa7df006.png,Lebia viridis,Discoderus impotens,Lebia viridis,Agonum decorum,Lebia viridis
Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Chlaenius/laticollis/1e22508c-d344-4ba6-98e6-5b4ae95c314c.png,Chlaenius laticollis,Pterostichus femoralis,Bembidion obscurellum,Tetracha virginica,Ophonus puncticeps
BritishCarabids/British Carabids/database/5872954/d009s0108.jpg,Calosoma inquisitor,Calosoma inquisitor,Calosoma inquisitor,Agonum viduum,Laemostenus terricola
Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Cicindela/tranquebarica/79db636e-0427-44aa-bedd-f0e671a4d1cb.png,Cicindela tranquebarica,Cicindela tranquebarica,Cicindela scutellaris,Cicindela scutellaris,Cicindela scutellaris
BritishCarabids/British Carabids/database/5755339/d179s0023.jpg,Harpalus latus,Harpalus laevipes,Harpalus latus,Calathus erratus,Harpalus latus
BritishCarabids/British Carabids/database/4475846/d203s0130.jpg,Licinus punctatulus,Licinus punctatulus,Licinus punctatulus,Licinus punctatulus,Licinus punctatulus
BritishCarabids/British Carabids/database/4475908/d104s0064.jpg,Patrobus assimilis,Anisodactylus nemorivagus,Pterostichus minor,Agonum versutum,Pterostichus vernalis
BritishCarabids/British Carabids/database/4473617/d037s0125.jpg,Nebria rufescens,Harpalus laevipes,Nebria rufescens,Agonum emarginatum,Nebria rufescens
BritishCarabids/British Carabids/database/1035931/d080s0517.jpg,Bembidion tetracolum,Bembidion geniculatum,Bembidion tetracolum,Pogonus chalceus,Bembidion tetracolum
BritishCarabids/British Carabids/database/4479890/d215s0425.jpg,Syntomus foveatus,Elaphropus walkerianus,Syntomus foveatus,Dyschirius globosus,Syntomus foveatus
BritishCarabids/British Carabids/database/6097883/d071s0582.jpg,Bembidion varium,Bembidion illigeri,Bembidion dentellum,Bembidion varium,Bembidion varium
BritishCarabids/British Carabids/database/1036192/d088s0125.jpg,Bembidion obtusum,Asaphidion curtum,Bembidion guttula,Bembidion obtusum,Bradycellus ruficollis
BritishCarabids/British Carabids/database/1036128/d086s0074.jpg,Bembidion quadrimaculatum,Bembidion clarkei,Bembidion quadrimaculatum,Anthracus consputus,Microlestes maurus
BritishCarabids/British Carabids/database/4480200/d212s0026.jpg,Calodromius spilotus,Perileptus areolatus,Calodromius spilotus,Bembidion doris,Calodromius spilotus
BritishCarabids/British Carabids/database/4308806/d085s0140.jpg,Bembidion minimum,Bembidion minimum,Bembidion normannum,Microlestes maurus,Aepus marinus
Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Cicindela/pulchra/07495496-4609-4823-9b79-ee33889d7b93.png,Cicindela pulchra,Cicindela pulchra,Cicindela pulchra,Calosoma cancellatum,Cicindela limbalis
BritishCarabids/British Carabids/database/5755082/d148s0130.jpg,Agonum micans,Notiophilus rufipes,Agonum micans,Notiophilus biguttatus,Bembidion tibiale
BritishCarabids/British Carabids/database/5755027/d154s0225.jpg,Agonum nigrum,Bembidion geniculatum,Agonum muelleri,Agonum nigrum,Pterostichus vernalis
BeetlePalooza/individual_images/A00000051627.jpg/d4e310d3-5b8e-40bc-81e0-fc5c0a93f564_f35d23e1-0703-410b-aebc-891dd2abebe7.png,Carabus taedatus,Pasimachus elongatus,Carabus taedatus,Euryderus grossus,Carabus taedatus
BritishCarabids/British Carabids/database/5755079/d145s0352.jpg,Agonum fuliginosum,Patrobus septentrionis,Agonum fuliginosum,Agonum fuliginosum,Agonum fuliginosum
BritishCarabids/British Carabids/database/7856746/d117s0176.jpg,Pterostichus melanarius,Leistus spinibarbis,Pterostichus melanarius,Pterostichus melanarius,Pterostichus melanarius
BritishCarabids/British Carabids/database/6097872/d078s0431.jpg,Bembidion monticola,Bembidion testaceum,Bembidion tetracolum,Agonum nigrum,Bembidion decorum
BeetlePUUM/SWIFT/individual_images/BET.D20.000105.png/5427b776-e0f6-4e80-ba7b-9ad200b777f8.png,Mecyclothorax brunneonubiger,Mecyclothorax rufipennis,Mecyclothorax konanus,Mecyclothorax konanus,Agonum muelleri
Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Agonum/gratiosum/6d80fe56-cbf4-4a1f-95ac-323431b8e1cc.png,Agonum gratiosum,Cicindelidia scabrosa,Bembidion patruele,Agonum ferreum,Dromius piceus
BritishCarabids/British Carabids/database/4308806/d085s0034.jpg,Bembidion minimum,Bembidion normannum,Bembidion lampros,Bembidion doris,Bembidion minimum
BritishCarabids/British Carabids/database/4478679/d064s0574.jpg,Asaphidion stierlini,Dyschirius salinus,Asaphidion stierlini,Acupalpus brunnipes,Asaphidion flavipes
BritishCarabids/British Carabids/database/5757211/d211s0397.jpg,Dromius meridionalis,Dicheirotrichus placidus,Dromius meridionalis,Anthracus consputus,Dromius agilis
BritishCarabids/British Carabids/database/4475677/d197s0517.jpg,Acupalpus dubius,Aepopsis robinii,Acupalpus dorsalis,Acupalpus exiguus,Acupalpus dorsalis
BritishCarabids/British Carabids/database/5755075/d155s0260.jpg,Agonum viduum,Agonum viduum,Pterostichus nigrita,Agonum muelleri,Agonum viduum
BritishCarabids/British Carabids/database/6097869/d089s0494.jpg,Bembidion biguttatum,Dyschirius salinus,Bembidion minimum,Bembidion biguttatum,Bembidion biguttatum
BritishCarabids/British Carabids/database/5755986/d194s0673.jpg,Bradycellus ruficollis,Elaphropus walkerianus,Bembidion obtusum,Bembidion minimum,Bradycellus ruficollis
BritishCarabids/British Carabids/database/4473617/d037s0192.jpg,Nebria rufescens,Nebria salina,Nebria salina,Nebria brevicollis,Nebria salina
Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Parvindela/lemniscata/7178ddd1-20ad-475b-ab41-adac361e2503.png,Parvindela lemniscata,Cicindelidia punctulata,Cicindelidia punctulata,Cicindelidia punctulata,Cicindelidia punctulata
BritishCarabids/British Carabids/database/4475761/d193s0447.jpg,Dicheirotrichus placidus,Dicheirotrichus placidus,Trechus quadristriatus,Dicheirotrichus placidus,Dicheirotrichus placidus
Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Cicindela/formosa/560effcb-3eaa-4523-9788-a59d567d89d7.png,Cicindela formosa,Tetracha carolina,Selenophorus fatuus,Bembidion aeneum,Bembidion mannerheimii
BritishCarabids/British Carabids/database/5756015/d204s0530.jpg,Badister unipustulatus,Badister unipustulatus,Badister unipustulatus,Badister unipustulatus,Badister bullatus
BritishCarabids/British Carabids/database/4308806/d085s0188.jpg,Bembidion minimum,Bembidion minimum,Bembidion minimum,Bembidion doris,Bembidion doris
BritishCarabids/British Carabids/database/5756374/d102s0503.jpg,Pogonus chalceus,Amara curta,Pogonus chalceus,Amara aenea,Pogonus chalceus
BritishCarabids/British Carabids/database/4475707/d198s0215.jpg,Acupalpus exiguus,Asaphidion stierlini,Acupalpus exiguus,Syntomus obscuroguttatus,Acupalpus exiguus
BritishCarabids/British Carabids/database/5755986/d194s0663.jpg,Bradycellus ruficollis,Bradycellus ruficollis,Dyschirius thoracicus,Bradycellus ruficollis,Bradycellus ruficollis
BritishCarabids/British Carabids/database/7582513/d063s0282.jpg,Elaphropus bistriatus,Elaphropus walkerianus,Elaphropus bistriatus,Elaphropus bistriatus,Dyschirius aeneus
Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Pterostichus/neobrunneus/4f4554e3-7d42-4e58-86c0-6bb7b6ab615b.png,Pterostichus neobrunneus,Anisodactylus harrisii,Anisodactylus binotatus,Agonum errans,Pasimachus subsulcatus
BritishCarabids/British Carabids/database/9581584/d135s0037.jpg,Calathus mollis,Badister bullatus,Calathus melanocephalus,Agonum sexpunctatum,Harpalus servus
BeetlePUUM/CANON/individual_images/IMG_0462.JPG/a993edb1-f1d2-4468-96d4-ded8976d26c6.png,Trechus obtusus,Mecyclothorax discedens,Trechus obtusus,Trechus obtusus,Trechus obtusus
BritishCarabids/British Carabids/database/7727698/d004s0050.jpg,Cicindela maritima,Licinus depressus,Cicindela maritima,Cicindela maritima,Cicindela maritima
BritishCarabids/British Carabids/database/5716406/d055s0156.jpg,Dyschirius salinus,Dyschirius salinus,Dyschirius salinus,Bembidion minimum,Dyschirius salinus
Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Abaris/splendidula/507c7048-039e-41ff-a560-2d9e2bb344b9.png,Abaris splendidula,Aztecarpalus schaefferi,Platynus daviesi,Pseudamara arenaria,Stenolophus lecontei
BritishCarabids/British Carabids/database/7613168/d109s0046.jpg,Pterostichus aethiops,Harpalus tenebrosus,Pterostichus nigrita,Calathus rotundicollis,Pterostichus nigrita
Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Calosoma/scrutator/069c19df-b3f3-450f-929f-a71681a8e56d.png,Calosoma scrutator,Stenolophus lineola,Tetracha carolina,Chlaenius brevilabris,Lebia pulchella
BritishCarabids/British Carabids/database/4474169/d140s0397.jpg,Paranchus albipes,Agonum marginatum,Oxypselaphus obscurus,Paranchus albipes,Oxypselaphus obscurus
BritishCarabids/British Carabids/database/7508714/d124s0126.jpg,Pterostichus strenuus,Notiophilus quadripunctatus,Pterostichus diligens,Bembidion bruxellense,Bembidion femoratum
BeetlePalooza/individual_images/A00000046177.jpg/40769918-9344-415e-808d-7ad8f8e8bac1_7bb6757e-fe09-4205-a24e-e1769ddbdfdb.png,Pterostichus lachrymosus,Pterostichus novus,Pterostichus lachrymosus,Pterostichus lachrymosus,Pterostichus lachrymosus
BritishCarabids/British Carabids/database/9491931/d125s0088.jpg,Abax parallelepipedus,Calathus fuscipes,Abax parallelepipedus,Pterostichus madidus,Pterostichus madidus
BritishCarabids/British Carabids/database/4476667/d061s0045.jpg,Trechus quadristriatus,Bembidion lunatum,Trechus quadristriatus,Bembidion bruxellense,Trechus quadristriatus
BritishCarabids/British Carabids/database/6097865/d072s0335.jpg,Bembidion prasinum,Dyschirius salinus,Bembidion decorum,Bembidion guttula,Bembidion lunatum
BeetlePalooza/individual_images/A00000051527.jpg/e9d817ce-498c-4025-891c-6d09f942f5d9_c841f817-8a76-40e4-b3c8-d621d3546368.png,Cyclotrachelus torvus,Pterostichus restrictus,Cyclotrachelus torvus,Carabus taedatus,Cyclotrachelus torvus
Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Colliuris/pensylvanica/bd52e2a9-67ba-4a0a-8281-6606db054f3d.png,Colliuris pensylvanica,Cicindela tranquebarica,Colliuris pensylvanica,Agonum decorum,Calleida punctata
Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Calosoma/splendidum/ec428b17-bf98-404c-8b54-81d687cf16b8.png,Calosoma splendidum,Calosoma scrutator,Calosoma scrutator,Cicindela scutellaris,Lebia viridis
BeetlePalooza/individual_images/A00000046102.jpg/49803072-bd20-4f7c-9e33-076560dd8bd5_6ae8c464-9003-4cb6-b276-4cb62aacfd82.png,Pterostichus lachrymosus,Carabus goryi,Pterostichus melanarius,Cyclotrachelus torvus,Pterostichus melanarius
BritishCarabids/British Carabids/database/4470801/d015s0089.jpg,Carabus monilis,Carabus monilis,Carabus monilis,Carabus monilis,Carabus monilis
Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Cicindela/purpurea/d65713e7-abe7-4cd3-8b37-f885d0038c95.png,Cicindela purpurea,Cicindela purpurea,Cicindelidia obsoleta,Cicindela lengi,Cicindela scutellaris
BritishCarabids/British Carabids/database/5756374/d102s0561.jpg,Pogonus chalceus,Dyschirius salinus,Bembidion prasinum,Pogonus chalceus,Bembidion prasinum
Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Omophron/tessellatum/6302708b-3f03-45c7-80f9-759dfed29bcc.png,Omophron tessellatum,Leptotrachelus dorsalis,Omophron tessellatum,Bembidion sejunctum,Chlaenius tricolor
BritishCarabids/British Carabids/database/5872111/d100s0224.jpg,Bembidion lunulatum,Microlestes maurus,Clivina collaris,Microlestes maurus,Clivina fossor
BritishCarabids/British Carabids/database/8607776/d069s0079.jpg,Bembidion pallidipenne,Bembidion pallidipenne,Bembidion pallidipenne,Bembidion pallidipenne,Bembidion pallidipenne
BritishCarabids/British Carabids/database/9581584/d135s0240.jpg,Calathus mollis,Calathus melanocephalus,Agonum marginatum,Anchomenus dorsalis,Calathus melanocephalus
BritishCarabids/British Carabids/database/5755982/d195s0464.jpg,Bradycellus verbasci,Bembidion lunatum,Bradycellus verbasci,Bradycellus sharpi,Bradycellus verbasci
Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Poecilus/lucublandus/c745217f-796a-49d8-bdbc-7dcb4019604d.png,Poecilus lucublandus,Chlaenius orbus,Poecilus chalcites,Gastrellarius honestus,Calosoma sayi
Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Promecognathus/crassus/ad1fd7e8-23e4-424c-b43e-ca5521489c33.png,Promecognathus crassus,Dicaelus sculptilis,Pterostichus mutus,Agonum palustre,Pterostichus stygicus
BritishCarabids/British Carabids/database/5873211/d182s0050.jpg,Harpalus rufipalpis,Bembidion tibiale,Pterostichus nigrita,Amara similata,Pterostichus nigrita
BeetlePUUM/CANON/individual_images/IMG_0224.JPG/1a89bcac-684a-42b2-b067-8374355de2e2.png,Mecyclothorax konanus,Mecyclothorax discedens,Mecyclothorax konanus,Mecyclothorax konanus,Mecyclothorax konanus
BritishCarabids/British Carabids/database/4472913/d165s0155.jpg,Amara similata,Amara eurynota,Amara familiaris,Amara aenea,Amara apricaria
BritishCarabids/British Carabids/database/5757205/d211s0160.jpg,Dromius quadrimaculatus,Dromius quadrimaculatus,Dromius quadrimaculatus,Dromius quadrimaculatus,Dromius quadrimaculatus
BritishCarabids/British Carabids/database/6097900/d006s0107.jpg,Cylindera germanica,Cylindera germanica,Cylindera germanica,Cylindera germanica,Cylindera germanica
BritishCarabids/British Carabids/database/4473617/d037s0186.jpg,Nebria rufescens,Nebria rufescens,Nebria rufescens,Nebria rufescens,Nebria rufescens
Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Cicindela/longilabris/d197f6a7-43aa-4a04-ac50-a5a3172bf7f8.png,Cicindela longilabris,Galerita atripes,Cicindela sexguttata,Cicindela limbalis,Cicindela sexguttata
BritishCarabids/British Carabids/database/1035231/d168s0052.jpg,Amara apricaria,Harpalus neglectus,Amara apricaria,Amara apricaria,Amara anthobia
Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Lophoglossus/scrutator/fb3e31d2-2401-43b5-9da7-ccfe5eb88369.png,Lophoglossus scrutator,Laemostenus complanatus,Pterostichus madidus,Broscus cephalotes,Pterostichus madidus
BritishCarabids/British Carabids/database/5873525/d053s0148.jpg,Dyschirius aeneus,Dyschirius globosus,Dyschirius thoracicus,Acupalpus flavicollis,Philorhizus melanocephalus
BeetlePalooza/individual_images/A00000033623.jpg/59c3e3c1-4907-4c24-a686-e1ec677781dd_2e28ac3d-8e65-49dd-9f45-de656fee65bb.png,Pterostichus pensylvanicus,Pterostichus protractus,Pterostichus pensylvanicus,Cyclotrachelus torvus,Pterostichus restrictus
BritishCarabids/British Carabids/database/4475677/d197s0044.jpg,Acupalpus dubius,Bembidion lunulatum,Acupalpus dubius,Acupalpus dubius,Acupalpus dubius
BeetlePalooza/individual_images/NIWO_005.W.20180619.CYMUNI1.01(10).jpg/bd1aaeab-ec03-4a9f-babf-c1f001f69018_d8b78cf2-f365-4f94-99fc-22f648eaf5f9.png,Cymindis unicolor,Pterostichus novus,Calathus advena,Calathus advena,Calathus advena
BritishCarabids/British Carabids/database/4479052/d082s0241.jpg,Bembidion illigeri,Bembidion properans,Bembidion illigeri,Bembidion atrocaeruleum,Bembidion saxatile
BritishCarabids/British Carabids/database/4478057/d062s0194.jpg,Blemus discus,Bembidion lunatum,Blemus discus,Bembidion iricolor,Blemus discus
BritishCarabids/British Carabids/database/9314786/d114s0140.jpg,Pterostichus niger,Pterostichus niger,Pterostichus niger,Pterostichus niger,Pterostichus niger
Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Zacotus/matthewsii/1ec49e36-e949-4c7d-a097-29c61d214080.png,Zacotus matthewsii,Chlaenius prasinus,Zacotus matthewsii,Anisodactylus harrisii,Scarites quadriceps
BritishCarabids/British Carabids/database/5757304/d208s0107.jpg,Demetrias imperialis,Demetrias imperialis,Demetrias imperialis,Demetrias imperialis,Demetrias imperialis
BritishCarabids/British Carabids/database/4308815/d056s0055.jpg,Broscus cephalotes,Broscus cephalotes,Broscus cephalotes,Broscus cephalotes,Broscus cephalotes
BritishCarabids/British Carabids/database/9479706/d066s0241.jpg,Bembidion laterale,Bembidion laterale,Bembidion laterale,Bembidion laterale,Bembidion laterale
BritishCarabids/British Carabids/database/9415910/d198s0188.jpg,Acupalpus flavicollis,Trechus quadristriatus,Trechus quadristriatus,Anthracus consputus,Paradromius linearis
BeetlePalooza/individual_images/A00000040720.jpg/d79f6df1-74f8-4a36-a628-07c26f9fd9e6_ad153784-ae33-4bf0-98bf-d61bd9ca722d.png,Synuchus impunctatus,Synuchus impunctatus,Synuchus impunctatus,Synuchus impunctatus,Synuchus impunctatus
BeetlePalooza/individual_images/MLBS_088.W.20180814.PTELAC2.jpg/2d7640c6-44d1-4b86-951a-f48cec394b0e_79321994-5a86-4584-834b-c31befb7c233.png,Pterostichus lachrymosus,Cyclotrachelus torvus,Pterostichus lachrymosus,Pterostichus lachrymosus,Pterostichus novus
BritishCarabids/British Carabids/database/4473297/d105s0224.jpg,Stomis pumicatus,Synuchus vivalis,Stomis pumicatus,Anchomenus dorsalis,Stomis pumicatus
BritishCarabids/British Carabids/database/4473834/d030s0099.jpg,Leistus fulvibarbis,Calathus erratus,Leistus fulvibarbis,Leistus fulvibarbis,Leistus fulvibarbis
BeetlePUUM/CANON/individual_images/IMG_0373.JPG/12714217-fcfb-427c-9a07-763aa3c7012d.png,Mecyclothorax konanus,Mecyclothorax konanus,Mecyclothorax konanus,Trechus obtusus,Mecyclothorax konanus
BritishCarabids/British Carabids/database/1035551/d049s0183.jpg,Elaphrus riparius,Elaphrus riparius,Elaphrus riparius,Elaphrus riparius,Elaphrus riparius
BritishCarabids/British Carabids/database/4475213/d187s0291.jpg,Ophonus azureus,Calathus ambiguus,Ophonus azureus,Ophonus azureus,Ophonus azureus
