ImageFilePath,ScientificName,Pred_NaiveBayes,Pred_LogisticRegression,Pred_NearestNeighbor,Pred_MLP_Baseline
BritishCarabids/British Carabids/database/4478679/d064s0574.jpg,Asaphidion stierlini,Asaphidion stierlini,Asaphidion stierlini,Asaphidion curtum,Asaphidion stierlini
BritishCarabids/British Carabids/database/5757211/d211s0397.jpg,Dromius meridionalis,Dromius meridionalis,Dromius meridionalis,Paradromius linearis,Dromius meridionalis
BritishCarabids/British Carabids/database/4475677/d197s0517.jpg,Acupalpus dubius,Elaphropus bistriatus,Acupalpus dubius,Acupalpus dubius,Bradycellus ruficollis
BritishCarabids/British Carabids/database/5755075/d155s0260.jpg,Agonum viduum,Agonum viduum,Agonum viduum,Agonum viduum,Agonum viduum
BritishCarabids/British Carabids/database/6097869/d089s0494.jpg,Bembidion biguttatum,Bembidion minimum,Bembidion biguttatum,Bembidion minimum,Bembidion biguttatum
BritishCarabids/British Carabids/database/5755986/d194s0673.jpg,Bradycellus ruficollis,Elaphropus bistriatus,Bradycellus ruficollis,Bembidion minimum,Bradycellus ruficollis
BritishCarabids/British Carabids/database/4473617/d037s0192.jpg,Nebria rufescens,Anisodactylus merula,Nebria rufescens,Amara aulica,Nebria rufescens
Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Parvindela/lemniscata/7178ddd1-20ad-475b-ab41-adac361e2503.png,Parvindela lemniscata,Parvindela lemniscata,Parvindela lemniscata,Cicindela lengi,Parvindela lemniscata
BritishCarabids/British Carabids/database/4475761/d193s0447.jpg,Dicheirotrichus placidus,Dicheirotrichus placidus,Dicheirotrichus placidus,Dicheirotrichus placidus,Dicheirotrichus placidus
Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Cicindela/formosa/560effcb-3eaa-4523-9788-a59d567d89d7.png,Cicindela formosa,Cicindela tranquebarica,Cicindela lengi,Cicindela tranquebarica,Cicindela lengi
BritishCarabids/British Carabids/database/5756015/d204s0530.jpg,Badister unipustulatus,Badister unipustulatus,Badister unipustulatus,Badister unipustulatus,Badister unipustulatus
BritishCarabids/British Carabids/database/4308806/d085s0188.jpg,Bembidion minimum,Bembidion clarkei,Bembidion minimum,Bembidion aeneum,Bembidion minimum
BritishCarabids/British Carabids/database/5756374/d102s0503.jpg,Pogonus chalceus,Bembidion tibiale,Pogonus chalceus,Bembidion decorum,Pogonus chalceus
BritishCarabids/British Carabids/database/4475707/d198s0215.jpg,Acupalpus exiguus,Bradycellus caucasicus,Acupalpus exiguus,Bradycellus ruficollis,Acupalpus exiguus
BritishCarabids/British Carabids/database/5755986/d194s0663.jpg,Bradycellus ruficollis,Bradycellus ruficollis,Bradycellus ruficollis,Acupalpus dubius,Trechus obtusus
BritishCarabids/British Carabids/database/7582513/d063s0282.jpg,Elaphropus bistriatus,Elaphropus walkerianus,Bembidion punctulatum,Bembidion gilvipes,Bembidion nigricorne
Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Pterostichus/neobrunneus/4f4554e3-7d42-4e58-86c0-6bb7b6ab615b.png,Pterostichus neobrunneus,Pterostichus moestus,Pterostichus restrictus,Amara bifrons,Pterostichus restrictus
BritishCarabids/British Carabids/database/9581584/d135s0037.jpg,Calathus mollis,Calathus melanocephalus,Calathus mollis,Amara communis,Calathus mollis
BeetlePUUM/CANON/individual_images/IMG_0462.JPG/a993edb1-f1d2-4468-96d4-ded8976d26c6.png,Trechus obtusus,Trechus obtusus,Trechus obtusus,Trechus obtusus,Trechus obtusus
BritishCarabids/British Carabids/database/7727698/d004s0050.jpg,Cicindela maritima,Cicindela maritima,Cicindela maritima,Cicindela maritima,Cicindela maritima
BritishCarabids/British Carabids/database/5716406/d055s0156.jpg,Dyschirius salinus,Dyschirius salinus,Dyschirius salinus,Dyschirius salinus,Dyschirius salinus
Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Abaris/splendidula/507c7048-039e-41ff-a560-2d9e2bb344b9.png,Abaris splendidula,Abaris splendidula,Abaris splendidula,Acupalpus indistinctus,Cymindis platicollis
BritishCarabids/British Carabids/database/7613168/d109s0046.jpg,Pterostichus aethiops,Pterostichus aethiops,Pterostichus nigrita,Pterostichus gracilis,Pterostichus melanarius
Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Calosoma/scrutator/069c19df-b3f3-450f-929f-a71681a8e56d.png,Calosoma scrutator,Amblycheila baroni,Cicindela repanda,Nebria brevicollis,Lebia pumila
BritishCarabids/British Carabids/database/4474169/d140s0397.jpg,Paranchus albipes,Paranchus albipes,Paranchus albipes,Paranchus albipes,Paranchus albipes
BritishCarabids/British Carabids/database/7508714/d124s0126.jpg,Pterostichus strenuus,Ocys quinquestriatus,Pterostichus strenuus,Acupalpus flavicollis,Pterostichus diligens
BeetlePalooza/individual_images/A00000046177.jpg/40769918-9344-415e-808d-7ad8f8e8bac1_7bb6757e-fe09-4205-a24e-e1769ddbdfdb.png,Pterostichus lachrymosus,Pterostichus lachrymosus,Pterostichus lachrymosus,Pterostichus lachrymosus,Pterostichus lachrymosus
BritishCarabids/British Carabids/database/9491931/d125s0088.jpg,Abax parallelepipedus,Pterostichus anthracinus,Abax parallelepipedus,Anisodactylus binotatus,Pterostichus melanarius
BritishCarabids/British Carabids/database/4476667/d061s0045.jpg,Trechus quadristriatus,Badister sodalis,Trechus quadristriatus,Epaphius secalis,Trechus quadristriatus
BritishCarabids/British Carabids/database/6097865/d072s0335.jpg,Bembidion prasinum,Bembidion geniculatum,Bembidion femoratum,Bembidion geniculatum,Bembidion femoratum
BeetlePalooza/individual_images/A00000051527.jpg/e9d817ce-498c-4025-891c-6d09f942f5d9_c841f817-8a76-40e4-b3c8-d621d3546368.png,Cyclotrachelus torvus,Cyclotrachelus torvus,Cyclotrachelus torvus,Agonum punctiforme,Cyclotrachelus torvus
Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Colliuris/pensylvanica/bd52e2a9-67ba-4a0a-8281-6606db054f3d.png,Colliuris pensylvanica,Colliuris pensylvanica,Colliuris pensylvanica,Colliuris pensylvanica,Colliuris pensylvanica
Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Calosoma/splendidum/ec428b17-bf98-404c-8b54-81d687cf16b8.png,Calosoma splendidum,Calosoma scrutator,Calosoma scrutator,Calosoma aurocinctum,Calosoma scrutator
BeetlePalooza/individual_images/A00000046102.jpg/49803072-bd20-4f7c-9e33-076560dd8bd5_6ae8c464-9003-4cb6-b276-4cb62aacfd82.png,Pterostichus lachrymosus,Cyclotrachelus torvus,Pterostichus lachrymosus,Pterostichus lachrymosus,Pterostichus lachrymosus
BritishCarabids/British Carabids/database/4470801/d015s0089.jpg,Carabus monilis,Carabus monilis,Carabus monilis,Carabus monilis,Carabus monilis
Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Cicindela/purpurea/d65713e7-abe7-4cd3-8b37-f885d0038c95.png,Cicindela purpurea,Cicindela patruela,Cicindela tranquebarica,Cicindela denverensis,Cicindela purpurea
BritishCarabids/British Carabids/database/5756374/d102s0561.jpg,Pogonus chalceus,Bembidion geniculatum,Pogonus chalceus,Pogonus chalceus,Pogonus chalceus
Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Omophron/tessellatum/6302708b-3f03-45c7-80f9-759dfed29bcc.png,Omophron tessellatum,Omophron tessellatum,Omophron tessellatum,Omophron americanum,Omophron robustum
BritishCarabids/British Carabids/database/5872111/d100s0224.jpg,Bembidion lunulatum,Bembidion assimile,Bembidion lunulatum,Bembidion lunulatum,Bembidion lunulatum
BritishCarabids/British Carabids/database/8607776/d069s0079.jpg,Bembidion pallidipenne,Aepus marinus,Bembidion pallidipenne,Philorhizus notatus,Bembidion pallidipenne
BritishCarabids/British Carabids/database/9581584/d135s0240.jpg,Calathus mollis,Calathus mollis,Calathus mollis,Calathus cinctus,Calathus mollis
BritishCarabids/British Carabids/database/5755982/d195s0464.jpg,Bradycellus verbasci,Dicheirotrichus placidus,Dicheirotrichus placidus,Bradycellus verbasci,Dicheirotrichus placidus
Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Poecilus/lucublandus/c745217f-796a-49d8-bdbc-7dcb4019604d.png,Poecilus lucublandus,Poecilus chalcites,Poecilus chalcites,Agonum cyanopis,Poecilus lucublandus
Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Promecognathus/crassus/ad1fd7e8-23e4-424c-b43e-ca5521489c33.png,Promecognathus crassus,Scarites subterraneus,Carabus goryi,Aspidoglossa subangulata,Pterostichus stygicus
BritishCarabids/British Carabids/database/5873211/d182s0050.jpg,Harpalus rufipalpis,Amara convexiusculus,Anisodactylus nemorivagus,Pterostichus nigrita,Harpalus laevipes
BeetlePUUM/CANON/individual_images/IMG_0224.JPG/1a89bcac-684a-42b2-b067-8374355de2e2.png,Mecyclothorax konanus,Mecyclothorax konanus,Mecyclothorax konanus,Mecyclothorax konanus,Mecyclothorax konanus
BritishCarabids/British Carabids/database/4472913/d165s0155.jpg,Amara similata,Amara lunicollis,Amara convexior,Amara lunicollis,Amara consularis
BritishCarabids/British Carabids/database/5757205/d211s0160.jpg,Dromius quadrimaculatus,Dromius quadrimaculatus,Dromius quadrimaculatus,Bembidion atrocaeruleum,Dromius quadrimaculatus
BritishCarabids/British Carabids/database/6097900/d006s0107.jpg,Cylindera germanica,Cylindera germanica,Cylindera germanica,Cylindera germanica,Cylindera germanica
BritishCarabids/British Carabids/database/4473617/d037s0186.jpg,Nebria rufescens,Nebria salina,Nebria rufescens,Calathus fuscipes,Nebria rufescens
Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Cicindela/longilabris/d197f6a7-43aa-4a04-ac50-a5a3172bf7f8.png,Cicindela longilabris,Cicindelidia haemorrhagica,Cicindela longilabris,Cicindela bellissima,Elaphrus californicus
BritishCarabids/British Carabids/database/1035231/d168s0052.jpg,Amara apricaria,Amara ovata,Amara apricaria,Amara lunicollis,Amara apricaria
Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Lophoglossus/scrutator/fb3e31d2-2401-43b5-9da7-ccfe5eb88369.png,Lophoglossus scrutator,Sphaeroderus bicarinatus,Lophoglossus scrutator,Agonum fidele,Pasimachus californicus
BritishCarabids/British Carabids/database/5873525/d053s0148.jpg,Dyschirius aeneus,Dyschirius tristis,Dyschirius tristis,Bembidion gilvipes,Dyschirius aeneus
BeetlePalooza/individual_images/A00000033623.jpg/59c3e3c1-4907-4c24-a686-e1ec677781dd_2e28ac3d-8e65-49dd-9f45-de656fee65bb.png,Pterostichus pensylvanicus,Pterostichus trinarius,Pterostichus acutipes,Pterostichus pensylvanicus,Pterostichus trinarius
BritishCarabids/British Carabids/database/4475677/d197s0044.jpg,Acupalpus dubius,Dyschirius globosus,Acupalpus dubius,Philorhizus notatus,Aepus marinus
BeetlePalooza/individual_images/NIWO_005.W.20180619.CYMUNI1.01(10).jpg/bd1aaeab-ec03-4a9f-babf-c1f001f69018_d8b78cf2-f365-4f94-99fc-22f648eaf5f9.png,Cymindis unicolor,Cymindis cribricollis,Cymindis cribricollis,Calathus advena,Cymindis cribricollis
BritishCarabids/British Carabids/database/4479052/d082s0241.jpg,Bembidion illigeri,Bembidion illigeri,Bembidion illigeri,Bembidion illigeri,Bembidion illigeri
BritishCarabids/British Carabids/database/4478057/d062s0194.jpg,Blemus discus,Trechoblemus micros,Blemus discus,Trechoblemus micros,Blemus discus
BritishCarabids/British Carabids/database/9314786/d114s0140.jpg,Pterostichus niger,Pterostichus niger,Pterostichus niger,Pterostichus niger,Abax parallelepipedus
Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Zacotus/matthewsii/1ec49e36-e949-4c7d-a097-29c61d214080.png,Zacotus matthewsii,Notiophilus aeneus,Notiophilus aeneus,Clivina acuducta,Scarites subterraneus
BritishCarabids/British Carabids/database/5757304/d208s0107.jpg,Demetrias imperialis,Demetrias imperialis,Demetrias imperialis,Demetrias imperialis,Demetrias imperialis
BritishCarabids/British Carabids/database/4308815/d056s0055.jpg,Broscus cephalotes,Broscus cephalotes,Broscus cephalotes,Broscus cephalotes,Broscus cephalotes
BritishCarabids/British Carabids/database/9479706/d066s0241.jpg,Bembidion laterale,Bembidion laterale,Bembidion laterale,Bembidion ephippium,Bembidion laterale
BritishCarabids/British Carabids/database/9415910/d198s0188.jpg,Acupalpus flavicollis,Dyschirius globosus,Bembidion articulatum,Bembidion articulatum,Acupalpus dubius
BeetlePalooza/individual_images/A00000040720.jpg/d79f6df1-74f8-4a36-a628-07c26f9fd9e6_ad153784-ae33-4bf0-98bf-d61bd9ca722d.png,Synuchus impunctatus,Synuchus impunctatus,Synuchus impunctatus,Synuchus impunctatus,Synuchus impunctatus
BeetlePalooza/individual_images/MLBS_088.W.20180814.PTELAC2.jpg/2d7640c6-44d1-4b86-951a-f48cec394b0e_79321994-5a86-4584-834b-c31befb7c233.png,Pterostichus lachrymosus,Pterostichus lachrymosus,Pterostichus lachrymosus,Pterostichus lachrymosus,Pterostichus lachrymosus
BritishCarabids/British Carabids/database/4473297/d105s0224.jpg,Stomis pumicatus,Stomis pumicatus,Stomis pumicatus,Stomis pumicatus,Stomis pumicatus
BritishCarabids/British Carabids/database/4473834/d030s0099.jpg,Leistus fulvibarbis,Miscodera arctica,Leistus fulvibarbis,Leistus fulvibarbis,Leistus ferrugineus
BeetlePUUM/CANON/individual_images/IMG_0373.JPG/12714217-fcfb-427c-9a07-763aa3c7012d.png,Mecyclothorax konanus,Mecyclothorax discedens,Mecyclothorax konanus,Mecyclothorax konanus,Mecyclothorax rufipennis
