ImageFilePath,ScientificName,Pred_NaiveBayes,Pred_LogisticRegression,Pred_NearestNeighbor,Pred_MLP_Baseline
Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Calosoma/splendidum/ec428b17-bf98-404c-8b54-81d687cf16b8.png,Calosoma splendidum,Calosoma scrutator,Anchomenus dorsalis,Calosoma scrutator,Carabus truncaticollis
BeetlePalooza/individual_images/A00000046102.jpg/49803072-bd20-4f7c-9e33-076560dd8bd5_6ae8c464-9003-4cb6-b276-4cb62aacfd82.png,Pterostichus lachrymosus,Pterostichus melanarius,Pterostichus lachrymosus,Pterostichus lachrymosus,Pterostichus lachrymosus
BritishCarabids/British Carabids/database/4470801/d015s0089.jpg,Carabus monilis,Anisodactylus binotatus,Carabus monilis,Abax parallelepipedus,Carabus monilis
Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Cicindela/purpurea/d65713e7-abe7-4cd3-8b37-f885d0038c95.png,Cicindela purpurea,Cicindela pulchra,Cicindela scutellaris,Cicindela scutellaris,Cicindela decemnotata
BritishCarabids/British Carabids/database/5756374/d102s0561.jpg,Pogonus chalceus,Amara apricaria,Pogonus chalceus,Pogonus chalceus,Pogonus chalceus
Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Omophron/tessellatum/6302708b-3f03-45c7-80f9-759dfed29bcc.png,Omophron tessellatum,Omophron americanum,Omophron americanum,Omophron americanum,Omophron robustum
BritishCarabids/British Carabids/database/5872111/d100s0224.jpg,Bembidion lunulatum,Syntomus truncatellus,Bembidion guttula,Bembidion articulatum,Bembidion fumigatum
BritishCarabids/British Carabids/database/8607776/d069s0079.jpg,Bembidion pallidipenne,Dyschirius globosus,Bembidion pallidipenne,Dyschirius globosus,Bembidion pallidipenne
BritishCarabids/British Carabids/database/9581584/d135s0240.jpg,Calathus mollis,Clivina collaris,Clivina fossor,Dicheirotrichus placidus,Sinechostictus stomoides
BritishCarabids/British Carabids/database/5755982/d195s0464.jpg,Bradycellus verbasci,Ophonus rufibarbis,Bradycellus verbasci,Bradycellus verbasci,Bradycellus verbasci
Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Poecilus/lucublandus/c745217f-796a-49d8-bdbc-7dcb4019604d.png,Poecilus lucublandus,Harpalus katiae,Poecilus chalcites,Anisodactylus sanctaecrucis,Poecilus chalcites
Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Promecognathus/crassus/ad1fd7e8-23e4-424c-b43e-ca5521489c33.png,Promecognathus crassus,Colliuris pensylvanica,Omus dejeanii,Carabus taedatus,Calosoma affine
BritishCarabids/British Carabids/database/5873211/d182s0050.jpg,Harpalus rufipalpis,Amara aulica,Pterostichus madidus,Pterostichus nigrita,Amara consularis
BeetlePUUM/CANON/individual_images/IMG_0224.JPG/1a89bcac-684a-42b2-b067-8374355de2e2.png,Mecyclothorax konanus,Mecyclothorax konanus,Mecyclothorax konanus,Mecyclothorax konanus,Mecyclothorax konanus
BritishCarabids/British Carabids/database/4472913/d165s0155.jpg,Amara similata,Amara ovata,Amara similata,Amara convexiusculus,Amara similata
BritishCarabids/British Carabids/database/5757205/d211s0160.jpg,Dromius quadrimaculatus,Dromius quadrimaculatus,Dromius quadrimaculatus,Dromius quadrimaculatus,Dromius quadrimaculatus
BritishCarabids/British Carabids/database/6097900/d006s0107.jpg,Cylindera germanica,Cicindela sylvatica,Cylindera germanica,Cylindera germanica,Cylindera germanica
BritishCarabids/British Carabids/database/4473617/d037s0186.jpg,Nebria rufescens,Nebria salina,Nebria rufescens,Nebria salina,Nebria rufescens
Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Cicindela/longilabris/d197f6a7-43aa-4a04-ac50-a5a3172bf7f8.png,Cicindela longilabris,Cicindela patruela,Ellipsoptera marutha,Cicindela repanda,Cicindela hirticollis
BritishCarabids/British Carabids/database/1035231/d168s0052.jpg,Amara apricaria,Harpalus laevipes,Amara aenea,Amara apricaria,Amara apricaria
Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Lophoglossus/scrutator/fb3e31d2-2401-43b5-9da7-ccfe5eb88369.png,Lophoglossus scrutator,Pterostichus moestus,Pterostichus coracinus,Agonum excavatum,Agonum fidele
BritishCarabids/British Carabids/database/5873525/d053s0148.jpg,Dyschirius aeneus,Dyschirius globosus,Dyschirius impunctipennis,Dyschirius globosus,Dyschirius impunctipennis
BeetlePalooza/individual_images/A00000033623.jpg/59c3e3c1-4907-4c24-a686-e1ec677781dd_2e28ac3d-8e65-49dd-9f45-de656fee65bb.png,Pterostichus pensylvanicus,Pterostichus trinarius,Pterostichus restrictus,Cyclotrachelus torvus,Pterostichus protractus
BritishCarabids/British Carabids/database/4475677/d197s0044.jpg,Acupalpus dubius,Tachys micros,Acupalpus dubius,Acupalpus dubius,Acupalpus dubius
BeetlePalooza/individual_images/NIWO_005.W.20180619.CYMUNI1.01(10).jpg/bd1aaeab-ec03-4a9f-babf-c1f001f69018_d8b78cf2-f365-4f94-99fc-22f648eaf5f9.png,Cymindis unicolor,Cymindis cribricollis,Calathus advena,Calathus advena,Cymindis cribricollis
BritishCarabids/British Carabids/database/4479052/d082s0241.jpg,Bembidion illigeri,Syntomus foveatus,Bembidion illigeri,Bembidion lampros,Bembidion illigeri
BritishCarabids/British Carabids/database/4478057/d062s0194.jpg,Blemus discus,Blemus discus,Trechus fulvus,Epaphius secalis,Blemus discus
BritishCarabids/British Carabids/database/9314786/d114s0140.jpg,Pterostichus niger,Abax parallelepipedus,Pterostichus niger,Pterostichus niger,Pterostichus niger
Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Zacotus/matthewsii/1ec49e36-e949-4c7d-a097-29c61d214080.png,Zacotus matthewsii,Colliuris lioptera,Scarites quadriceps,Anisodactylus anthracinus,Goniotropis kuntzeni
BritishCarabids/British Carabids/database/5757304/d208s0107.jpg,Demetrias imperialis,Demetrias imperialis,Demetrias imperialis,Demetrias imperialis,Demetrias imperialis
BritishCarabids/British Carabids/database/4308815/d056s0055.jpg,Broscus cephalotes,Broscus cephalotes,Broscus cephalotes,Broscus cephalotes,Broscus cephalotes
BritishCarabids/British Carabids/database/9479706/d066s0241.jpg,Bembidion laterale,Bembidion laterale,Bembidion laterale,Acupalpus dubius,Bembidion laterale
BritishCarabids/British Carabids/database/9415910/d198s0188.jpg,Acupalpus flavicollis,Tachys micros,Acupalpus dubius,Acupalpus dubius,Philorhizus notatus
BeetlePalooza/individual_images/A00000040720.jpg/d79f6df1-74f8-4a36-a628-07c26f9fd9e6_ad153784-ae33-4bf0-98bf-d61bd9ca722d.png,Synuchus impunctatus,Pterostichus restrictus,Synuchus impunctatus,Synuchus impunctatus,Synuchus impunctatus
BeetlePalooza/individual_images/MLBS_088.W.20180814.PTELAC2.jpg/2d7640c6-44d1-4b86-951a-f48cec394b0e_79321994-5a86-4584-834b-c31befb7c233.png,Pterostichus lachrymosus,Pterostichus novus,Pterostichus lachrymosus,Pterostichus lachrymosus,Pterostichus lachrymosus
BritishCarabids/British Carabids/database/4473297/d105s0224.jpg,Stomis pumicatus,Stomis pumicatus,Stomis pumicatus,Pterostichus diligens,Stomis pumicatus
BritishCarabids/British Carabids/database/4473834/d030s0099.jpg,Leistus fulvibarbis,Agonum nigrum,Leistus fulvibarbis,Leistus fulvibarbis,Leistus fulvibarbis
BeetlePUUM/CANON/individual_images/IMG_0373.JPG/12714217-fcfb-427c-9a07-763aa3c7012d.png,Mecyclothorax konanus,Mecyclothorax konanus,Mecyclothorax konanus,Mecyclothorax konanus,Mecyclothorax konanus
BritishCarabids/British Carabids/database/1035551/d049s0183.jpg,Elaphrus riparius,Elaphrus riparius,Elaphrus riparius,Elaphrus riparius,Elaphrus riparius
